candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
O4-B5-PHY-C001,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-MATTER-HEAT,temperature and thermal motion,同じ物質について温度が高くなったとき、粒子の熱運動は一般にどうなるか。,より活発になる,完全に停止する,必ず同じままである,粒子がすべて消える,A,温度は粒子の熱運動の激しさと関係し、温度が高いほど熱運動は一般に活発になる。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第2節 物理基礎 p.55「熱と温度」,同じ物質では温度が高いほど粒子の熱運動は一般に活発になる。,加熱すると粒子の運動は弱くなる。,temperature rise -> thermal motion becomes more vigorous,B5 first thermal-motion proposition; distinct from canonical combustion questions.,
O4-B5-PHY-C002,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-MATTER-HEAT,cooling and thermal motion,同じ物質を冷却して温度を下げたとき、粒子の熱運動は一般にどうなるか。,必ず無限に速くなる,穏やかになる,物質量が増える,原子核がなくなる,B,冷却によって温度が下がると、粒子の熱運動は一般に穏やかになる。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第2節 物理基礎 p.55「熱と温度」,温度低下に伴い粒子の熱運動は一般に穏やかになる。,冷却しても粒子運動は必ず活発になる。,cooling -> lower temperature -> less vigorous thermal motion,B5 inverse boundary of C001; not wording-only because it tests cooling decision.,
O4-B5-PHY-C003,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-MATTER-HEAT,state change mass conservation,密閉容器内の純物質が液体から固体へ状態変化した。質量について正しいものはどれか。,必ず2倍になる,必ず半分になる,状態変化だけでは変わらない,必ず0になる,C,状態変化では体積が変わることはあるが、物質そのものが失われなければ質量は変わらない。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.87「熱運動と物質の三態」,状態変化では体積が変化し得るが、閉じた系の質量は変わらない。,液体が固体になると質量も変わる。,closed system -> state change only -> mass conserved,B5 state-change mass boundary; absent from canonical 51.,
O4-B5-PHY-C004,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-MATTER-HEAT,melting point boundary,純物質の融点が表す状態の境界として正しいものはどれか。,気体とプラズマ,液体と気体,原子と分子,固体と液体,D,融点は、一定圧力下で固体と液体の状態が移り変わる温度の境界である。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.87「熱運動と物質の三態」,融点は固体と液体の状態境界を示す。,融点は液体と気体の境界である。,identify melting point -> solid/liquid boundary,B5 melting-point definition; no canonical collision.,
O4-B5-PHY-C005,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-MATTER-HEAT,boiling point boundary,純物質の沸点が表す状態の境界として正しいものはどれか。,液体と気体,固体と液体,原子核と電子,可燃物と支燃物,A,沸点は、一定圧力下で液体と気体の状態が移り変わる温度の境界である。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.87「熱運動と物質の三態」,沸点は液体と気体の状態境界を示す。,沸点は固体と液体の境界である。,identify boiling point -> liquid/gas boundary,B5 boiling-point definition; distinct from C004.,
O4-B5-PHY-C006,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-MATTER-HEAT,particle model of states,物質の三態を粒子の見方で説明するとき、主に考えるべき組合せはどれか。,指定数量と免状区分,粒子の熱運動と粒子間の力,容器の色と名称,酸素濃度だけ,B,固体・液体・気体の状態は、粒子の熱運動と粒子間に働く力の関係から説明できる。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.87「熱運動と物質の三態」,物質の三態は粒子の熱運動と粒子間の力の関係で説明される。,三態は容器の形だけで決まる。,state -> compare thermal motion and interparticle force,B5 particle-model synthesis; absent from law/fire canonical.,
O4-B5-PHY-C007,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-MATTER-HEAT,physical change,氷が融けて水になる変化について、最も適切な説明はどれか。,別の元素が生じる,原子核が分裂する,物質の状態が変わる物理変化である,必ず燃焼である,C,融解は固体から液体への状態変化であり、別の物質を生じる化学変化ではない。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.87「物質の変化」,融解は物質の種類を変えない物理変化である。,融解すると必ず新しい物質ができる。,"ice -> melting -> state changes, substance identity retained",B5 physical-change classification; no canonical collision.,
O4-B5-PHY-C008,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-MATTER-HEAT,chemical decomposition,一つの物質が二つ以上の別の物質に分かれる変化を何というか。,凝固,蒸発,融解,分解,D,一つの物質から異なる複数の物質が生じる化学変化を分解という。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.87「物質の変化」,一つの物質が複数の別物質に変わる化学変化は分解である。,分解は単なる状態変化である。,one substance -> multiple different substances -> decomposition,B5 chemical-change foundation; distinct from state-change items.,
O4-B5-PHY-C009,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-MATTER-HEAT,internal energy term,物質が内部にもつ微視的なエネルギーをまとめて表す用語はどれか。,内部エネルギー,指定数量,蒸気圧だけ,危険等級,A,物質が内部にもつ、粒子の運動などに関係するエネルギーを内部エネルギーという。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第2節 物理基礎 p.55「熱と温度」,物質が内部にもつ微視的エネルギーを内部エネルギーという。,物質内部のエネルギーには名称がない。,identify energy held inside matter -> internal energy,B5 energy terminology; absent from canonical.,
O4-B5-PHY-C010,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-MATTER-HEAT,absolute temperature unit,絶対温度を表すSI単位として正しいものはどれか。,ジュール,ケルビン,ワット,パスカル,B,絶対温度はケルビン（K）で表す。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第2節 物理基礎 p.55「熱と温度」,絶対温度のSI単位はケルビンである。,絶対温度はジュールで表す。,absolute temperature -> choose SI unit kelvin,B5 absolute-temperature unit; no canonical collision.,
