candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
B10-RULE-C001,AI_PRE_ACCEPT,drone_rules,Rules,B10-RULE-KT01,special-dignitary protected facility,国内要人が出席する行事会場の上空付近で飛行を計画している。天皇又は内閣総理大臣が所在する行事会場等について、小型無人機等飛行禁止法上の確認として教則に最も合うものはどれか。,恒常的な庁舎でなければ対象施設にならない,行事会場等であっても、対象となる重要施設に含まれ得るため指定状況を確認する,外国要人が参加しない限り対象施設にはなり得ない,,B,教則は、天皇又は内閣総理大臣が所在し国内要人が出席する行事会場等を、小型無人機等飛行禁止法の対象となる重要施設に含み得るものとして示している。固定的な庁舎だけを確認すれば足りるわけではない。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第3章 3.2.1(3)「飛行禁止の対象となる重要施設」,天皇又は内閣総理大臣が所在し国内要人が出席する行事会場等は、小型無人機等飛行禁止法の対象となる重要施設に含まれ得る。,恒常的な庁舎だけが対象であり、国内要人が出席する行事会場等は対象施設にならない。,facility purpose/status -> protected-facility category -> Small UAV Act applicability,Tier A。Q113は外国要人来日等に伴う一時的な対象施設追加のcurrent確認を問う。本問は国内要人が出席する行事会場等という明示的な対象施設categoryを問う。,
B10-RULE-C002,AI_PRE_ACCEPT,drone_rules,Rules,B10-RULE-KT02,international-conference protected facility,外国要人が参加する国際会議の会場付近で飛行を計画している。会議の準備・運営に使用される会議場施設について、教則に最も合う確認はどれか。,大使館や領事館でなければ対象外国公館等には含まれない,国際会議の準備・運営に使用される会議場施設等も、外務大臣の指定により対象外国公館等に含まれ得る,国際会議の会場は航空法だけを確認すればよく、小型無人機等飛行禁止法の指定対象にはならない,,B,教則は、外国要人が参加する国際会議の準備又は運営に使用される会議場施設等が、外務大臣の指定により対象外国公館等に含まれ得ることを示している。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第3章 3.2.1(3)「飛行禁止の対象となる重要施設」,外国要人が参加する国際会議の準備又は運営に使用される会議場施設等は、外務大臣指定の対象外国公館等に含まれ得る。,対象外国公館等は大使館等に限られ、国際会議の会議場施設は含まれない。,foreign-dignitary conference use -> designated facility category -> flight-prohibition applicability,Tier A。Q113は外国要人来日等に伴う一時的な追加指定を一般論として問う。本問は国際会議の準備・運営施設という明示categoryを問う。,
B10-RULE-C003,AI_PRE_ACCEPT,drone_rules,Rules,B10-RULE-KT03,aviation-permit non-override,航空法上必要な飛行許可・承認を得ており、機体認証と技能証明もそろっている。小型無人機等飛行禁止法の対象施設周辺で飛行する場合の扱いとして、教則に最も合うものはどれか。,航空法上の許可・承認等があれば、小型無人機等飛行禁止法上の例外要件は不要になる,航空法上の許可・承認等とは別に、小型無人機等飛行禁止法上の禁止・例外要件を確認する必要がある,技能証明があれば、対象施設管理者の同意や同法上の手続は不要になる,,B,航空法と小型無人機等飛行禁止法は別の法制度である。航空法上の許可・承認、機体認証、技能証明を得ていても、それだけで同法の飛行禁止が解除されるわけではない。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第3章 3.2.1(4)「飛行禁止の例外及びその手続き」,航空法上の飛行許可・承認や機体認証・技能証明を取得していても、それだけで小型無人機等飛行禁止法の禁止を解除することはできない。,航空法の許可・承認又は技能証明があれば、小型無人機等飛行禁止法上の対象施設周辺でも別の例外要件なく飛行できる。,Aviation Act authorization -> separate statute check -> Small UAV Act exception still required,Tier B。parent=Small UAV Act restrictions operate independently from Aviation Act permissions。distinct axes=decision_authority + decision_boundary_or_exception + reasoning_path。Q056は例外成立後の通報、Q114は対象空港Red Zoneの例外境界を問う。本問は別法令間の非代替性を問う。,
B10-RULE-C004,AI_PRE_ACCEPT,drone_rules,Rules,B10-RULE-KT04,Small UAV Act statutory exception categories,小型無人機等飛行禁止法の一般の対象施設周辺における法定例外の例として、教則に合う組合せはどれか。,対象施設管理者又はその同意を得た者、土地所有者等又はその同意を得た者による当該土地上空、国又は地方公共団体の業務,技能証明保有者、機体認証を受けた機体、第三者賠償責任保険加入者,飛行計画を通報した者、夜間灯火を装備した者、補助者を配置した者,,A,教則は、一般の対象施設周辺について、対象施設管理者又はその同意を得た者、土地所有者等又はその同意を得た者による当該土地上空、国又は地方公共団体の業務などの例外を示している。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第3章 3.2.1(4)「飛行禁止の例外及びその手続き」,一般の対象施設周辺では、施設管理者又は同意を得た者、土地所有者等又は同意を得た者による当該土地上空、国又は地方公共団体の業務という法定例外がある。,同法の例外は対象施設管理者自身の飛行だけで、土地所有者や国・地方公共団体の業務には例外がない。,who operates / whose land / government duty -> match statutory exception category,Tier A。Q056は例外に該当しても通報が必要な点、Q114は対象防衛関係施設・対象空港Red Zoneで例外が狭まる点を問う。本問は一般的な例外category自体を問う。,
B10-RULE-C005,AI_PRE_ACCEPT,drone_rules,Rules,B10-RULE-KT05,police protective measures,小型無人機等飛行禁止法に違反する飛行が行われている。警察官等がとり得る措置として、教則に最も合うものはどれか。,事後に罰則手続を行うことしかできず、飛行中は介入できない,機器の退去等を命じ、やむを得ない限度で飛行妨害や破損等の必要な措置をとることができる,違反を確認すれば、状況に関係なく必ず機体を破壊しなければならない,,B,教則は、警察官等が違反飛行に対して機器の退去等を命じ、やむを得ない限度で飛行妨害・破損等の必要な措置をとることができるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第3章 3.2.1(5)「違反に対する措置等」,警察官等は違反飛行に対して機器の退去等を命じ、やむを得ない限度で飛行妨害・破損等の必要な措置をとることができる。,同法違反に対して警察官等ができるのは事後の罰則手続だけで、飛行中の退去命令や妨害等はできない。,prohibited flight detected -> immediate enforcement authority -> order/remedial interference,Tier A。現行275問に3.2.1(5)の即時的な警察権限をanswer-defining propositionとして問う設問はない。,
B10-RULE-C006,AI_PRE_ACCEPT,drone_rules,Rules,B10-RULE-KT06,red-yellow penalty distinction,小型無人機等飛行禁止法の違反に対する罰則について、教則に示されるレッド・ゾーンとイエロー・ゾーンの区別として正しいものはどれか。,レッド・ゾーンの違反等は1年以下の拘禁刑又は50万円以下の罰金、イエロー・ゾーン違反は6月以下の拘禁刑又は50万円以下の罰金,レッド・ゾーンもイエロー・ゾーンも拘禁刑上限は1年で同じ,レッド・ゾーンは6月以下、イエロー・ゾーンは1年以下の拘禁刑で、イエローの方が重い,,A,教則は、対象施設の敷地・区域上空のレッド・ゾーン違反等を1年以下の拘禁刑又は50万円以下の罰金、周囲おおむね1,000mのイエロー・ゾーン違反を6月以下の拘禁刑又は50万円以下の罰金として区別している。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第3章 3.2.1(5)「違反に対する措置等」,対象施設の敷地・区域上空（レッド・ゾーン）の違反等は1年以下の拘禁刑又は50万円以下の罰金、周囲おおむね1,000mのイエロー・ゾーン違反は6月以下の拘禁刑又は50万円以下の罰金となる。,レッド・ゾーンとイエロー・ゾーンでは違反時の拘禁刑上限も同一である。,zone classification -> statutory penalty branch -> distinguish imprisonment ceiling,Tier A。Q055はRed/Yellow Zoneの地理的構造を問う。本問はそのclassificationに応じて異なる罰則branchを問う。,
B10-RULE-C007,AI_PRE_ACCEPT,drone_rules,Rules,B10-RULE-KT07,weak-radio threshold,ラジコン用の微弱無線局として教則に示される基準と免許等の扱いとして、最も適切なものはどれか。,500mの距離で電界強度200μV/m以下であり、無線局免許・無線従事者資格は不要である,500mの距離で電界強度200μV/m以下でも、無線局免許と無線従事者資格の両方が必要である,電界強度の基準はなく、無人航空機に使用する無線はすべて無線局免許が必要である,,A,教則は、ラジコン用の微弱無線局について、500mの距離で電界強度200μV/m以下という基準を示し、無線局免許・無線従事者資格が不要としている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第3章 3.2.2(2)①「微弱無線局（ラジコン用）」,ラジコン用の微弱無線局は500mの距離で電界強度200μV/m以下という基準が示され、無線局免許・無線従事者資格が不要である。,微弱無線局でも無人航空機に使う限り必ず無線局免許と無線従事者資格が必要である。,radio emission strength at 500m -> weak-station classification -> license/qualification consequence,Tier A。Q057は適合済み小電力data systemと1W画像伝送systemの免許・資格比較。本問は微弱無線局の電界強度classificationと免許結果を問う。,
B10-RULE-C008,AI_PRE_ACCEPT,drone_rules,Rules,B10-RULE-KT08,license-free low-power conformity,Wi-FiやBluetooth等の一定の小電力無線局を無人航空機で使用する。無線局免許や無線従事者資格が不要な場合でも、教則上確認すべきことはどれか。,免許不要なら無線設備の技術基準適合は確認しなくてよい,技術基準適合証明等を受けた適合表示無線設備であることを確認する,無線従事者資格の代わりに技能証明を持っていれば、技適表示は不要になる,,B,教則は、Wi-FiやBluetooth等の一定の小電力無線局では免許・登録や無線従事者資格が不要な場合でも、技術基準適合証明等を受けた適合表示無線設備を使用する必要があるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第3章 3.2.2(2)②「一部の小電力の無線局」,Wi-FiやBluetooth等の一定の小電力無線局は免許・登録や無線従事者資格が不要でも、技術基準適合証明等を受けた適合表示無線設備でなければならない。,無線局免許が不要なWi-Fi等は、技術基準適合証明や技適表示も不要である。,license-free low-power category -> separate equipment-conformity gate -> verify technical-conformity marking,Tier A。Q057は技適等を満たす小電力systemを前提に免許・資格を問う。本問は技術基準適合そのものをdecision gateとして問う。,
B10-RULE-C009,AI_PRE_ACCEPT,drone_rules,Rules,B10-RULE-KT09,amateur-radio qualification and station license,無人航空機でアマチュア無線を使用する場合に必要なものとして、教則に最も合うものはどれか。,アマチュア無線技士の資格だけでよい,アマチュア無線局免許だけでよい,アマチュア無線技士の資格とアマチュア無線局免許の双方が必要である,,C,教則は、無人航空機でアマチュア無線を使用する場合、アマチュア無線技士の資格とアマチュア無線局免許の双方が必要としている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第3章 3.2.2(3)「アマチュア無線局」,無人航空機でアマチュア無線を使用する場合は、アマチュア無線技士の資格とアマチュア無線局免許の双方が必要である。,アマチュア無線技士の資格があれば無線局免許は不要、又は無線局免許があれば資格は不要である。,amateur-radio use -> operator qualification gate + station-license gate -> both required,Tier A。Q115は資格・局免許の双方を持つことをinputとして有償業務利用禁止を問う。本問は資格と局免許のprerequisite pair自体を問う。,
B10-RULE-C010,AI_PRE_ACCEPT,drone_rules,Rules,B10-RULE-KT10,amateur-FPV secondary-service protection,5GHz帯のアマチュア無線をFPV画像伝送に使用する。教則が示す周波数利用上の注意として最も適切なものはどれか。,アマチュア無線は二次業務であるため、同一帯域の一次業務の無線局に妨害を与えないよう運用する,アマチュア無線局免許があれば、一次業務への妨害を考慮せず使用できる,二次業務であるアマチュア無線の方が一次業務より優先される,,A,教則は、5GHz帯のアマチュア無線を二次業務として扱い、同一帯域の一次業務の無線局へ妨害を与えないよう運用する必要があるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第3章 3.2.2(3)「アマチュア無線局」,5GHz帯のアマチュア無線は二次業務であるため、同一帯域の一次業務の無線局へ妨害を与えないよう運用する。,アマチュア無線局免許があれば、同一帯域の一次業務への妨害を考慮せずFPV画像伝送できる。,amateur FPV band -> secondary-service status -> protect primary service from interference,Tier B。parent=amateur FPV radio must coexist with primary services。distinct axes=aircraft_or_operation_applicability + decision_boundary_or_exception + reasoning_path。Q115は利益目的利用可否、本問は周波数優先順位と干渉回避責任を問う。,
