candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
B13-SYS-C001,AI_PRE_ACCEPT,drone_systems,Systems,B13-SYS-KT01,VTOL combined flight characteristics,垂直離着陸機の一般的な特徴として教則に最も合うものはどれか。,回転翼機の垂直離着陸能力と飛行機型の前進巡航特性を組み合わせた機体である,飛行機型と同様に滑走路からの離着陸しかできない,回転翼機と同様にホバリングだけを行い前進巡航には翼を利用しない,,A,教則は垂直離着陸機について回転翼機の垂直離着陸能力と飛行機型の前進巡航特性を組み合わせた機体として説明している。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「無人航空機の種類」垂直離着陸機,垂直離着陸機は回転翼機の垂直離着陸能力と飛行機型の前進巡航特性を組み合わせた機体である。,垂直離着陸機は回転翼機と同じ飛行特性だけを持ち飛行機型の前進巡航特性は持たない。,aircraft configuration -> identify rotorborne takeoff/landing plus wingborne cruise -> classify VTOL characteristics,Tier A。B8の固定翼自動離着陸設備や既存のpowered-lift技能証明論点とは異なり機体の飛行特性自体を問う。,
B13-SYS-C002,AI_PRE_ACCEPT,drone_systems,Systems,B13-SYS-KT02,fixed-wing motion limitations,飛行機型無人航空機が横方向へ進路を変える方法として教則に最も合うものはどれか。,機首方位を変えずに真横へ平行移動する,機体をバンクさせて旋回する,いったんホバリングしてから横方向へ移動する,,B,飛行機型はホバリングや後進や真横への平行移動ができず横方向へ進むにはバンクして旋回する。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「飛行機」機体の特徴,飛行機型はホバリング・後進・真横への移動ができず横方向へ進むにはバンクして旋回する。,飛行機型はマルチローターと同様に機首方向を変えず真横へ移動できる。,fixed-wing lift/forward-flight constraint -> reject hover/reverse/lateral translation -> bank to change horizontal direction,Tier A。既存固定翼問は最低速度・滑空・操舵面等が中心で横移動の運動制約は別命題。,
B13-SYS-C003,AI_PRE_ACCEPT,drone_systems,Systems,B13-SYS-KT03,fixed-wing stall control-surface ineffectiveness,飛行機型無人航空機が失速状態に入ったときの操縦性について教則に最も合うものはどれか。,翼面の流れが剥離するため舵面の効きも低下し通常の姿勢制御が難しくなる,失速すると舵面へ当たる流れが強くなり通常時より姿勢制御しやすくなる,失速は推力だけの問題なので舵面の効きには影響しない,,A,失速では翼面の流れが剥離し揚力が低下するだけでなく舵面の効きも低下して姿勢制御が困難になる。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.3「無人航空機の飛行原理」失速,飛行機型が失速すると翼面の流れが剥離し舵面の効きも低下して通常の姿勢制御が困難になる。,失速中でも舵面には通常どおり十分な空気流が当たり姿勢制御能力は変わらない。,stall -> airflow separation -> reduced control-surface effectiveness -> degraded attitude control,Tier B。parent=stall cause。distinct axes=causal_mechanism + reasoning_path。Q067/Q130は失速条件を問うが本問は失速後の操舵能力低下を問う。,
B13-SYS-C004,AI_PRE_ACCEPT,drone_systems,Systems,B13-SYS-KT04,helicopter swashplate control,ヘリコプター型無人航空機のスワッシュプレート等の役割として教則に最も合うものはどれか。,ローター面の傾きやローターブレードのピッチを変化させて飛行を制御する,GNSS衛星から位置情報を受信して自動着陸地点を決める,テールローターを停止させて反トルクを増加させる,,A,ヘリコプターはスワッシュプレート等を用いてローター面の傾きやローターブレードのピッチを変化させ飛行を制御する。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「回転翼航空機（ヘリコプター）」機体の特徴,ヘリコプターはスワッシュプレート等によりローター面の傾きやローターブレードのピッチを変化させて飛行を制御する。,ヘリコプターの飛行制御はローター回転数だけで行いローター面の傾きやブレードピッチは変化させない。,pilot/control input -> swashplate mechanism -> rotor-disk tilt/pitch change -> flight control,Tier A。現行332問でスワッシュプレートをanswer-defining propositionとする設問は確認されていない。,
B13-SYS-C005,AI_PRE_ACCEPT,drone_systems,Systems,B13-SYS-KT05,helicopter tail-rotor functions,ヘリコプター型無人航空機のテールローターの主な役割として教則に最も合うものはどれか。,メインローターの反トルクを打ち消し機首方位を制御する,主翼の揚力を増やして失速速度を下げる,バッテリー電圧を調整してモーター回転数を一定にする,,A,テールローターはメインローターの反トルクを相殺するとともにヨー方向の機首方位制御に用いられる。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「回転翼航空機（ヘリコプター）」機体の特徴,テールローターはメインローターの反トルクを打ち消すとともに機首方位の制御に用いられる。,テールローターは揚力を増やすためだけの装置で反トルクの相殺やヨー制御には関係しない。,main-rotor reaction torque -> tail-rotor counter-torque -> yaw/heading control,Tier A。既存ヘリ問の地面効果・VRS・オートローテーション等とは異なる機体構成機能。,
B13-SYS-C006,AI_PRE_ACCEPT,drone_systems,Systems,B13-SYS-KT06,multirotor rotor-count resilience,同等のモーター性能を前提としてマルチローターのローター数を増やす設計上の効果として教則に合うものはどれか。,一部故障時の耐性や搭載可能重量を高められる場合がある,ローター数が増えるほど必ず一部故障への耐性が低下する,ローター数は故障耐性や搭載可能重量には一切関係しない,,A,教則は同等のモーター性能を前提とした場合にローター数の増加が一部故障時の耐性や搭載可能重量の向上につながる場合があることを示している。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「回転翼航空機（マルチローター）」機体の特徴,同等のモーター性能を前提とすればローター数を増やすことで一部故障時の耐性や搭載可能重量を高められる場合がある。,ローター数を増やしても故障耐性や搭載可能重量には影響せず機体設計上の意味はない。,multirotor architecture -> distribute lift across more rotors -> infer redundancy/payload effect,Tier A。現行332問のマルチローター論点と意味的に別の設計命題。,
B13-SYS-C007,AI_PRE_ACCEPT,drone_systems,Systems,B13-SYS-KT07,multirotor reaction-torque balance,マルチローターがホバリング時に機首方位を保つためのローター回転方向の組合せとして教則に最も合うものはどれか。,すべてのローターを同じ方向へ回して反トルクを重ねる,時計回りと反時計回りのローターを組み合わせ反トルクを釣り合わせる,ローター回転方向は機首方位に影響しないので任意に設定する,,B,マルチローターでは時計回りと反時計回りのローターを組み合わせ通常時の反トルクが釣り合うようにする。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「回転翼航空機（マルチローター）」機体の特徴,マルチローターでは時計回りと反時計回りのローターを組み合わせ通常時の反トルクが釣り合うようにする。,全ローターを同じ方向へ回転させるほど反トルクが相殺され機首方位が安定する。,multiple rotor reaction torques -> pair opposite rotation directions -> cancel net yaw torque,Tier A。C008の意図的なトルク不均衡によるヨー操作とは静的釣合いと動的制御で分離する。,
B13-SYS-C008,AI_PRE_ACCEPT,drone_systems,Systems,B13-SYS-KT08,multirotor yaw by torque imbalance,ホバリング中のマルチローターをヨー旋回させる基本的な考え方として教則に最も合うものはどれか。,時計回り群と反時計回り群の回転数差を作り反トルクの釣合いを意図的に崩す,全ローターの回転数を同じ割合で増やして反トルクの釣合いを保つ,前後ローターだけを同じ量減速し反トルクを常にゼロにする,,A,ヨー旋回では時計回り群と反時計回り群の回転数差を作ることで反トルクの釣合いを変化させ機首方位を回転させる。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「回転翼航空機（マルチローター）」飛行制御,マルチローターのヨー旋回は時計回り群と反時計回り群の回転数差を作り反トルクの釣合いを意図的に崩して行う。,ヨー旋回時も全ローターを同じ割合で増減し反トルクの釣合いを保ったまま機首方位を変える。,balanced hover torque -> command yaw -> create opposite-group RPM difference -> net reaction torque rotates aircraft,Tier B。parent=opposite-rotation torque balance。distinct axes=scenario_state_or_flight_phase + causal_mechanism + reasoning_path。C007は釣合い維持で本問はヨー指令時の不均衡生成。,
B13-SYS-C009,AI_PRE_ACCEPT,drone_systems,Systems,B13-SYS-KT09,large-multirotor ground-effect envelope,最大離陸重量25kg以上など大型のマルチローターを地表付近で操縦するときの特徴として教則に最も合うものはどれか。,地面効果の影響範囲が広くなり離陸やホバリングでは小型機より慎重な操縦が必要となる,大型化すると地面効果は消えるため地表付近の操縦は小型機より容易になる,機体重量は地面効果の影響範囲や地表付近の操縦性に関係しない,,A,大型マルチローターでは地面効果の影響範囲が広くなるため離陸やホバリングではその影響を踏まえた操縦が必要になる。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「回転翼航空機（マルチローター）」大型機,大型マルチローターは地面効果の影響範囲が広くなり離陸やホバリングでは小型機より慎重な操縦が必要となる。,大型化すると地面効果の影響範囲は狭くなり地表付近の操縦は小型機より容易になる。,larger multirotor -> broader ground-effect influence -> takeoff/hover control demand increases,Tier B。parent=ground effect。distinct axes=aircraft_or_operation_applicability + scenario_state_or_flight_phase + reasoning_path。Q132は一般的な地面効果で本問は大型マルチローターの適用境界。,
B13-SYS-C010,AI_PRE_ACCEPT,drone_systems,Systems,B13-SYS-KT10,night vision-sensor functional limitation,昼間はビジョンセンサで障害物回避や姿勢安定化を行う機体を夜間に使用する。教則に合う確認はどれか。,昼間に動作するセンサなら夜間も照度に関係なく同じ機能を利用できる,センサが夜間に対応しているか確認し対応していなければ関連する安全機能が利用できない場合を考慮する,夜間はビジョンセンサの代わりに技能証明が自動的に障害物回避機能を補う,,B,ビジョンセンサが夜間環境に対応していない場合はそのセンサに依存する障害物回避や姿勢安定化等が利用できない場合がある。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章「夜間飛行を行う機体」,夜間に対応していないビジョンセンサへ依存する機体では夜間に障害物回避や姿勢安定化などの安全機能が利用できない場合がある。,昼間に動作するビジョンセンサ機能は照度に関係なく夜間も同じ性能で利用できる。,night lighting condition -> sensor capability check -> determine availability of vision-dependent safety functions,Tier A。既存夜間問は灯火・視認性・運航原則が中心で機体センサ機能の夜間可用性は別命題。,
