candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
B3-SYS-C001,VERIFIED,drone_systems,Systems,SYS1,powered-lift characteristics,垂直離着陸が必要で、巡航中は飛行機のような前進飛行も行いたい。教則に示される機体種類の特徴に最も合うものはどれか。,飛行機だけが垂直離着陸と前進飛行の両方を行える,パワードリフト機は回転翼航空機の垂直離着陸性と飛行機の前進飛行性を組み合わせた機体である,マルチローターは垂直離着陸できるが、前進飛行はできない,,B,教則は、回転翼航空機のように垂直離着陸が可能で、巡航中は飛行機のように前進飛行が可能なパワードリフト機を挙げている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「無人航空機の種類と特徴」,パワードリフト機は垂直離着陸性と飛行機型の前進飛行性を組み合わせる。,powered-liftは飛行機またはマルチローターのどちらか一方の特徴しか持たない。,mission needs -> hybrid aircraft characteristic -> select powered-lift,LOW。既存Q060は飛行機の高速・高効率・長距離適性であり、powered-liftのhybrid characteristicは未出。,DRONE-Q-000142
B3-SYS-C002,VERIFIED,drone_systems,Systems,SYS1,fixed-wing minimum speed,飛行機型の無人航空機をできるだけ低速で飛行させたい。教則に沿う考え方として最も適切なものはどれか。,飛行機型には一般に安全に飛行できる最低速度があり、それ未満の低速飛行はできない,飛行機型は推力を下げれば速度ゼロまで安全に減速できる,飛行機型の最低速度はホバリング時だけ問題になる,,A,教則は、飛行機には一般に安全に飛行できる最低速度が定められており、それ未満での低速飛行はできないとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「飛行機」(1)機体の特徴,飛行機型には安全に飛行できる最低速度があり、それ未満の低速飛行はできない。,固定翼でも推力を下げれば回転翼機のように極低速・停止飛行できる。,aircraft type -> minimum-speed constraint -> reject zero-speed assumption,LOW。Q060は飛行機の速度・効率比較、Q067は迎角過大による失速であり、最低速度というoperation envelope自体は別命題。,DRONE-Q-000143
B3-SYS-C003,VERIFIED,drone_systems,Systems,SYS1,fixed-wing glide after power loss,飛行中の飛行機型無人航空機が推力を失った。教則が示す飛行機型の特徴として最も適切なものはどれか。,推力を失うと揚力も直ちにゼロとなり、その場で垂直に落下する,滑空飛行状態になれば、推力を失っても直ちに墜落するとは限らない,推力を失うと自動的にホバリングへ移行する,,B,教則は、適切な機体設計によって飛行安定が得られ、飛行中に推力を失っても滑空飛行状態になればすぐには墜落しないとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「飛行機」(1)機体の特徴,飛行機型は推力喪失後も滑空状態となれば直ちに墜落するとは限らない。,推力喪失は即座の垂直落下を意味する。,power loss -> fixed-wing glide capability -> distinguish immediate crash from glide,LOW。既存Riskの緊急着陸地点やB2 autorotationとは異なり、fixed-wingのglide characteristicを問う。,DRONE-Q-000144
B3-SYS-C004,VERIFIED,drone_systems,Systems,SYS1,fixed-wing control surfaces,飛行機型無人航空機の基本的な操舵面と姿勢方向の組合せとして、教則に最も合うものはどれか。,エレベーター=ピッチ、エルロン=ロール、ラダー=ヨー,エレベーター=ロール、エルロン=ヨー、ラダー=ピッチ,エレベーター=ヨー、エルロン=ピッチ、ラダー=ロール,,A,教則では、水平尾翼のエレベーターがピッチ、主翼のエルロンがロール、垂直尾翼のラダーがヨーを変化させる基本的な舵として示されている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.3「無人航空機の飛行原理」,飛行機の基本舵はエレベーター=ピッチ、エルロン=ロール、ラダー=ヨーである。,各舵面と回転軸の役割を取り違える。,control surface -> controlled axis -> map elevator/aileron/rudder,LOW。既存Q061はヘリコプターのスワッシュプレート、Q068はテールローターであり固定翼舵面mappingは未出。,DRONE-Q-000145
B3-SYS-C005,VERIFIED,drone_systems,Systems,SYS1,fixed-wing stall controllability,飛行機型無人航空機が失速状態に入った場合の教則の説明として最も適切なものはどれか。,舵の操作が効きにくくなるため、極めて危険な状態となる,揚力が増えるため、舵の操作が通常より効きやすくなる,失速は推力だけの問題であり、舵の効きには影響しない,,A,教則は、過度の低速飛行等で失速に陥ることがあり、失速時は舵の操作が効かなくなるため極めて危険としている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「飛行機」(1)機体の特徴,飛行機の失速時は舵の操作が効かなくなり、操縦性が大きく低下する。,失速は揚力だけの変化で操縦舵の有効性には影響しない。,stall state -> reduced control effectiveness -> hazard recognition,MEDIUM。Q067は迎角過大→剥離→揚力減/抗力増を問う。本問は失速後のcontrol effectivenessをanswer-defining propositionとする。,DRONE-Q-000146
B3-SYS-C006,VERIFIED,drone_systems,Systems,SYS1,helicopter aerodynamic efficiency,同等の用途を想定した回転翼航空機で、ヘリコプター型とマルチローター型の揚力効率を比較する。教則に示される特徴として最も適切なものはどれか。,ヘリコプター型は1組の大径ローターで揚力を発生させるため、マルチローターより空力的に効率良く揚力を得られる,マルチローター型はローター数が多いほど必ずヘリコプター型より空力効率が高い,両者はローター構成が同じため、空力効率に差はない,,A,教則は、ヘリコプター型は1組のローターで揚力を発生させ、マルチローターよりローター直径が大きく、空力的に効率良く揚力を得られるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「回転翼航空機（ヘリコプター）」(1)機体の特徴,ヘリコプター型は大径の1組ローターによりマルチローターより空力的に効率良く揚力を得られる。,ローター数が多いほど常に空力効率も高い。,rotor architecture -> disk/rotor efficiency -> compare helicopter and multirotor,LOW。Q060は飛行機との効率比較、Q061は機構であり、helicopter vs multirotorの揚力効率は未出。,DRONE-Q-000147
B3-SYS-C007,VERIFIED,drone_systems,Systems,SYS1,multirotor rotor count,同じ性能のモーターを使うマルチローターで、ローター数を増やした場合の一般的な特徴として教則に最も合うものはどれか。,ローター数が多いほど故障に対する耐性が向上し、ペイロードも増える,ローター数が多いほど故障耐性は低下し、ペイロードも減る,ローター数は呼称だけに関係し、故障耐性やペイロードには関係しない,,A,教則は、モーター性能を同一とした場合、ローター数が多いほど故障に対する耐性が向上し、ペイロードが増えるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「回転翼航空機（マルチローター）」(1)機体の特徴,同一モーター性能なら、ローター数増加は故障耐性とペイロードの向上につながる。,ローター数は名称上の違いで、system redundancyやpayloadには影響しない。,same motor performance -> rotor count -> redundancy/payload effects,LOW。既存Q062は左右移動の回転数制御、Q071はESCでありローター数によるsystem characteristicは未出。,DRONE-Q-000148
B3-SYS-C008,VERIFIED,drone_systems,Systems,SYS1,multirotor yaw torque,マルチローターを水平回転（ヨー）させる基本原理として、教則に最も合うものはどれか。,時計回りと反時計回りのローターによる反トルクの釣り合いを崩して水平回転させる,全ローターを同じ回転数だけ上げて反トルクを完全に釣り合わせる,左右移動と同じく、機体を傾けるだけでヨーさせる,,A,教則は、ローターの反トルクバランスを崩すと機体の水平回転が始まるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「回転翼航空機（マルチローター）」(1)3)水平回転,マルチローターのヨーはCW/CCWローターの反トルクバランスを変化させて生じる。,ヨーも左右移動と同じ傾斜制御だけで生じる。,counter-rotating rotors -> torque balance -> intentional imbalance -> yaw,LOW。Q062はroll方向の移動、Q068はhelicopter tail rotorであり、multirotor yaw torque balanceは別命題。,DRONE-Q-000149
B3-SYS-C009,VERIFIED,drone_systems,Systems,SYS1,multirotor control terms,マルチローターの操縦用語と機体の動きの組合せとして、教則に最も合うものはどれか。,スロットル=上昇・降下、ラダー=機首方向の旋回、エルロン=左右移動、エレベーター=前後移動,スロットル=左右移動、ラダー=上昇・降下、エルロン=前後移動、エレベーター=機首方向の旋回,スロットル=前後移動、ラダー=左右移動、エルロン=上昇・降下、エレベーター=機首方向の旋回,,A,教則は、マルチローターの基本操作用語を、スロットル=上昇・降下、ラダー=機首方向旋回、エルロン=左右移動、エレベーター=前後移動としている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「回転翼航空機（マルチローター）」(1)4)機体の動き,マルチローターの基本操縦用語と機体運動の対応を正しく理解する。,fixed-wing用語との混同などによりcontrol termとmovementを取り違える。,control term -> movement axis -> map four commands,LOW。Q004は指令伝達経路、Q062は右移動のローター制御であり、操縦用語mappingは未出。,DRONE-Q-000150
B3-SYS-C010,VERIFIED,drone_systems,Systems,SYS2,night ground lighting,夜間飛行の経路上に地形や人工物がある。機体灯火は見えるが、地上の障害物は暗くて確認しづらい。教則に沿う対応として最も適切なものはどれか。,離着陸地点、緊急着陸地点、回避すべき障害物を視認できるよう地上照明を当てる,機体灯火が見えれば、地上の障害物を照らす必要はない,送信機の画面が明るければ、地上照明は不要である,,A,教則は夜間、地形や人工物等の障害物が視認しづらいため、離着陸地点、緊急着陸地点、飛行経路上の回避すべき障害物を視認できるよう地上照明を当てるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.2「夜間飛行」(1)夜間飛行と昼間飛行の違い,夜間は地上障害物等を視認できるよう地上照明を確保する。,機体灯火だけ見えれば地上環境の視認性は不要である。,night visibility loss -> ground obstacle visibility -> provide ground lighting,LOW。Q063は夜間非対応vision sensor、B2 C020はhuman visual limitationであり、ground lighting requirementは未出。,DRONE-Q-000151
