candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
B8-SYS-C001,READY_FOR_ID,drone_systems,Systems,B8-SYS-KT01,fixed-wing automated launch/recovery equipment,飛行機型無人航空機で、離着陸まで含めた自動飛行を計画している。教則上、設備面で考慮すべき事項として最も適切なものはどれか。,自動飛行であれば離着陸用の地上設備は不要である,発射装置や回収装置などの地上設備が必要となる場合がある,必要となる地上設備は回転翼航空機用のヘリポートに限られる,,B,教則は、飛行機型で離着陸を含めて自動飛行を行う場合、発射装置や回収装置などの地上設備が必要となる場合があるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「飛行機」(1)機体の特徴（教則表示ページ34 / PDF viewer 39）,離着陸を含む飛行機型の自動飛行では、発射装置・回収装置等の地上設備が必要となる場合がある。,自動飛行であれば飛行機型でも離着陸用の地上設備は常に不要である。,fixed-wing mission -> automated takeoff/landing -> assess launcher/recovery ground equipment,Tier A。Q143/Q144/Q145は最低速度・推力喪失後の滑空・操舵面を扱う。本問は離着陸まで自動化した場合の地上設備要件を問う。,
B8-SYS-C002,READY_FOR_ID,drone_systems,Systems,B8-SYS-KT02,large-helicopter early hover control,最大離陸重量25kg以上の大型ヘリコプター型無人航空機で定点ホバリングを行う。機体挙動の特徴を踏まえた操舵として最も適切なものはどれか。,慣性力が大きく挙動が遅れ気味なので、位置ずれを見越して早めに操舵する,慣性力が大きいほど操舵への反応が速いため、入力は小型機より遅らせる,大型機では慣性力の影響を受けないため、ホバリング時の操舵時期は考慮不要である,,A,教則は、最大離陸重量25kg以上の大型ヘリコプターは慣性力が大きく、操舵時の機体挙動が遅れ気味になるため、特に定点ホバリングでは早めの操舵が必要としている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「回転翼航空機（ヘリコプター）」(2)大型機（教則表示ページ35 / PDF viewer 40）,大型ヘリコプターは慣性力により操舵応答が遅れ気味になるため、定点ホバリングでは早めの操舵が必要である。,大型ヘリコプターは慣性力が大きいので、ホバリングでは小型機より操舵を遅らせる方が安定する。,large helicopter -> delayed dynamic response -> hover position-hold -> anticipate and command earlier,Tier B。parent=large-aircraft inertia changes control response。distinct axes=aircraft_or_operation_applicability + scenario_state_or_flight_phase + reasoning_path。Q099は大型機一般の加減速距離・障害物回避。本問はヘリコプター固有の定点ホバリングでの操舵時期判断を問う。,
B8-SYS-C003,READY_FOR_ID,drone_systems,Systems,B8-SYS-KT03,fixed-wing glide impact dispersion,飛行機型無人航空機が故障して墜落・不時着に至る可能性がある場合、滑空特性が落下地点の見積りに与える影響として教則に合うものはどれか。,滑空できるため、落下地点を狭い一点付近に限定しやすい,滑空するため、落下地点を狭い範囲に抑えることができない,滑空の有無は落下地点の広がりと無関係である,,B,飛行機型は滑空できるため、故障時に直ちに落下するとは限らず、墜落・不時着時の落下地点を狭い範囲に抑えることができない。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.1「飛行機」(1)機体の特徴（教則表示ページ34 / PDF viewer 39）,飛行機型は滑空するため、墜落・不時着時の落下地点を狭い範囲に抑えられない。,飛行機型は推力喪失後に滑空するので、落下地点を狭い一点付近へ限定しやすい。,fixed-wing glide capability -> off-nominal descent -> broad possible landing/impact area,Tier A。Q144は推力喪失後も滑空できること自体を問う。本問はその別の安全上の帰結である落下地点の分散を問う。,
B8-SYS-C004,READY_FOR_ID,drone_systems,Systems,B8-SYS-KT04,angle-of-attack and sideslip reference,迎角と横滑り角について、教則の定義に最も合う組合せはどれか。,迎角は流入空気と機体前後軸の関係で定まり下方からの流入を正、横滑り角は機体右側からの流入を正とする,迎角は機体のピッチ角そのもの、横滑り角は機体のヨー角そのものである,迎角は上方からの流入を正、横滑り角は機体左側からの流入を正とする,,A,教則は、迎角を機体前後・上下を含む面に投影した流入空気方向と前後軸のなす角として下方からの流入を正とし、横滑り角は機体右側からの流入を正としている。姿勢角そのものではない。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.3「無人航空機の飛行原理」（教則表示ページ38 / PDF viewer 43）,迎角・横滑り角は相対流入空気に対する空力角であり、迎角は下方流入、横滑り角は右側流入を正とする。,迎角・横滑り角は機体姿勢のピッチ角・ヨー角そのものを表す。,relative airflow -> choose longitudinal/lateral reference plane -> determine signed aerodynamic angle,Tier A。Q067は過大迎角による失速、Q155は姿勢角を扱う。本問は相対流入空気に基づく空力角の定義と符号を問う。,
B8-SYS-C005,READY_FOR_ID,drone_systems,Systems,B8-SYS-KT05,sensor calibration discipline,フライトコントロールシステムに用いる各種センサのキャリブレーションについて、教則に最も合うものはどれか。,多くのセンサはキャリブレーションが必要で、各機体で指定された方法により正しく実施されているか注意する,センサのキャリブレーション方法は機種に関係なく共通で、一度行えば以後の確認は不要である,GNSSを搭載していれば他のセンサのキャリブレーションは不要である,,A,フライトコントロールシステムのセンサ類にはキャリブレーションを必要とするものが多く、各機体で指定された方法で正しく行われているか常に注意する必要がある。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.4「フライトコントロールシステム」(1)基礎（教則表示ページ41 / PDF viewer 46）,多くのセンサは、各機体で指定された方法による正しいキャリブレーションが必要である。,センサのキャリブレーション方法は機体によらず共通で、一度実施すれば以後確認不要である。,sensor-dependent FCS -> calibration-sensitive device -> follow aircraft-specific calibration method and verify,Tier A。Q043は地磁気センサの磁気キャリブレーションを個別に扱う。本問はFCS全体における機体指定方法でのセンサ校正原則を問う。,
B8-SYS-C006,READY_FOR_ID,drone_systems,Systems,B8-SYS-KT06,transmitter telemetry direction,無人航空機のフライトコントロールシステムを構成する「送信機」の役割として、教則に最も合うものはどれか。,操縦指令を機体へ送るだけで、機体情報を受信する役割はない,操作指令を機体へ送信し、機体情報を受信する場合もある,機体側でGNSS信号だけを受信し、操縦者との通信には関与しない,,B,教則のデバイス表では、送信機は操作の指令を機体へ送信する、又は機体情報を受信するデバイスとされている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.4「フライトコントロールシステム」(1)一般的デバイス（教則表示ページ42 / PDF viewer 47）,送信機は操作指令の送信に加え、機体情報を受信するデバイスでもある。,送信機は操縦指令の送信専用で、機体情報を受信する役割は持たない。,ground transmitter -> outbound command channel plus inbound aircraft telemetry role,Tier A。Q004は送信機→受信機→メインコントローラーの指令経路を扱う。本問は送信機の機体情報受信という逆方向の役割を問う。,
B8-SYS-C007,READY_FOR_ID,drone_systems,Systems,B8-SYS-KT07,low-voltage abrupt power loss,リチウムポリマーバッテリーの残量が減り、電圧が低下してきたときの飛行リスクについて、教則に最も合うものはどれか。,残量表示だけが変化し、出力特性には影響しない,出力は徐々にしか変化しないため、電圧低下が墜落原因になることはない,急激に出力が弱くなり、墜落の原因となることがある,,C,教則は、LiPoはバッテリー残量が減って電圧が低下すると急激に出力が弱くなり、墜落の原因となるので注意するとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.4「機体又はバッテリーの故障及び事故の分析」(2)リチウムポリマーバッテリーに関わる電気的なトラブル（教則表示ページ46 / PDF viewer 51）,LiPoは残量減少と電圧低下に伴い急激に出力が弱くなり、墜落原因となり得る。,LiPoの残量低下は表示値だけの問題で、電圧低下による急激な出力低下にはつながらない。,depleted LiPo -> voltage declines -> abrupt output weakening -> loss-of-flight-margin/crash risk,Tier A。Q158は低電圧時の必要電流、Q164は高電流時の一時的電圧降下、Q196はフェールセーフ着陸遷移。本問は残量末期の急激な出力低下そのものを問う。,
B8-SYS-C008,READY_FOR_ID,drone_systems,Systems,B8-SYS-KT08,radio-wave interference,2つ以上の電波が同じ場所で重なるときに起こり得る現象として、教則に最も合うものはどれか。,互いに強め合う場合も弱め合う場合もある,必ず強め合い、受信電力は増加する,互いに影響せず、単独の電波と同じ状態のままである,,A,教則は、電波は2つ以上の波が重なると干渉により強め合ったり弱め合ったりするとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.5「電波」(1)1)直進・反射・屈折・回折・干渉・減衰（教則表示ページ47 / PDF viewer 52）,2つ以上の電波が重なると、干渉により強め合ったり弱め合ったりする。,複数の電波が重なると受信強度は必ず強くなり、弱め合うことはない。,multiple overlapping radio waves -> phase interaction/interference -> signal can reinforce or cancel,Tier A。Q074/Q075は回折・マルチパスを扱う。本問は複数波の干渉による強め合い・弱め合いという一般特性を問う。,
B8-SYS-C009,READY_FOR_ID,drone_systems,Systems,B8-SYS-KT09,inverse-square radio attenuation,送信条件と周囲環境が同じで、電波の進行距離だけが2倍になった。教則に示される減衰関係に従うと、電力密度は元のおよそ何倍になるか。,1/2,1/4,1/8,,B,教則は、電波の電力密度は進行距離の2乗に反比例して減少し、進行距離が2倍になると1/4になるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.5「電波」(1)1)減衰（教則表示ページ47 / PDF viewer 52）,電波の電力密度は進行距離の2乗に反比例し、距離2倍で1/4となる。,送信条件が同じなら電波の電力密度は距離に比例して低下し、距離2倍で1/2になる。,propagation distance change -> inverse-square attenuation -> calculate relative power density,Tier A。Q074は周波数と回折、Q169はフレネルゾーン障害を扱う。本問は二等範囲の距離二乗反比例の減衰関係を直接問う。,
B8-SYS-C010,READY_FOR_ID,drone_systems,Systems,B8-SYS-KT10,water radio attenuation,無人航空機で使う電波が水中を伝わる場合の性質について、教則に最も合うものはどれか。,周波数による差はあるが、水中では吸収されて大きく減衰する,水は電波をほとんど吸収しないため、空中と同程度に伝わる,水中では反射や吸収が起きず、電力密度は一定に保たれる,,A,教則は、周波数による特性差はあるものの、電波は水中では吸収されて大きく減衰するとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第4章 4.5「電波」(1)1)減衰（教則表示ページ47 / PDF viewer 52）,電波は周波数による差はあるが、水中では吸収されて大きく減衰する。,水は電波をほとんど吸収しないため、水中でも空中と同程度の伝搬を期待できる。,radio path enters water -> absorption -> substantial attenuation,Tier A。Q074/Q075は障害物回折・マルチパス。本問は伝搬媒質としての水による吸収・大幅減衰を問う。,
