candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
O4-B3-LAW-C001,READY_FOR_ID,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,authorized name/quantity boundary,製造所等で、許可・届出に係る品名や数量の範囲を超えて危険物を貯蔵・取り扱うことについて、政令上正しいものはどれか。,許可・届出の範囲を超えてはならない,指定数量未満なら品名外でもよい,容器に入れれば数量超過してよい,危険物取扱者がいれば自由に超過できる,A,政令第24条第1号は、許可・届出に係る品名以外の危険物や、許可・届出に係る数量・指定数量の倍数を超える危険物を貯蔵・取り扱わないことを共通基準としている。,O4-LAW-2,2026-08-25,危険物の規制に関する政令 第24条第1号,製造所等では許可・届出に係る品名・数量等の範囲を超えて危険物を貯蔵・取扱いしない。,指定数量未満なら許可品名外でも扱える。,facility authorization -> compare name/quantity with permitted/notified scope -> prohibit excess,B3 Tier A; distinct from B1 quantity-multiple calculation and B2 licensing duties.,
O4-B3-LAW-C002,READY_FOR_ID,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,fire-use prohibition,製造所等での火気の使用について、政令上正しいものはどれか。,密閉容器だけなら自由に使用できる,みだりに火気を使用してはならない,危険物取扱者がいれば制限はない,夜間だけ禁止される,B,政令第24条第2号は、製造所等でみだりに火気を使用しないことを定めている。,O4-LAW-2,2026-08-25,危険物の規制に関する政令 第24条第2号,製造所等ではみだりに火気を使用しない。,容器が密閉されていれば火気使用制限はない。,common storage/handling rule -> identify fire-use restriction,B3 Tier A; first common fire-use rule.,
O4-B3-LAW-C003,READY_FOR_ID,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,access control,製造所等への立入りについて、政令上正しいものはどれか。,火気を持たなければ誰でも自由に入れる,営業時間内なら一般者も自由に入れる,係員以外の者をみだりに出入りさせない,標識があれば立入制限は不要である,C,政令第24条第3号は、製造所等に係員以外の者をみだりに出入りさせないことを定めている。,O4-LAW-2,2026-08-25,危険物の規制に関する政令 第24条第3号,製造所等には係員以外の者をみだりに出入りさせない。,火気を使わなければ一般者の自由な立入りを認めてよい。,facility access -> identify non-personnel -> restrict unnecessary entry,B3 Tier A; access-control proposition.,
O4-B3-LAW-C004,READY_FOR_ID,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,housekeeping,製造所等の整理・清掃について、政令上適切なものはどれか。,危険物だけ整理すれば空箱は放置してよい,清掃は月1回で足りる,作業終了後だけ整理すればよい,常に整理・清掃し、不必要な物件をみだりに置かない,D,政令第24条第4号は、常に整理・清掃を行い、空箱その他の不必要な物件をみだりに置かないことを定めている。,O4-LAW-2,2026-08-25,危険物の規制に関する政令 第24条第4号,製造所等では常に整理・清掃し、不必要な物件をみだりに置かない。,危険物でない空箱等は常時置いてよい。,housekeeping rule -> distinguish necessary equipment from unnecessary objects,B3 Tier A; housekeeping-specific.,
O4-B3-LAW-C005,READY_FOR_ID,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,retention equipment overflow control,油分離装置に危険物がたまっている。政令上適切な対応はどれか。,あふれないよう随時くみ上げる,満杯になるまで放置する,雨天時だけくみ上げる,年1回だけ処理する,A,政令第24条第4号の2は、貯留設備または油分離装置にたまった危険物を、あふれないよう随時くみ上げることを定めている。,O4-LAW-2,2026-08-25,危険物の規制に関する政令 第24条第4号の2,貯留設備・油分離装置にたまった危険物は、あふれないよう随時くみ上げる。,満杯になるまで回収不要である。,retained hazardous material -> overflow risk -> pump out as needed,B3 Tier A; overflow-control proposition.,
O4-B3-LAW-C006,READY_FOR_ID,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,hazardous residue frequency,危険物のくず・かす等の処置について、政令上正しいものはどれか。,週1回以上でよい,1日に1回以上、性質に応じ安全な場所で適切に処置する,月末にまとめて処置する,量が少なければ処置不要である,B,政令第24条第5号は、危険物のくず・かす等を1日に1回以上、危険物の性質に応じて安全な場所で廃棄その他適当な処置をすることを定めている。,O4-LAW-2,2026-08-25,危険物の規制に関する政令 第24条第5号,危険物のくず・かす等は1日に1回以上、安全な場所で性質に応じ適切に処置する。,週1回まとめて処置すれば足りる。,residue exists -> frequency threshold one or more times per day -> safe treatment,B3 Tier B frequency boundary.,
O4-B3-LAW-C007,READY_FOR_ID,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,shielding or ventilation,危険物を貯蔵・取り扱う建築物等について、政令上求められる考え方はどれか。,すべて密閉し換気しない,危険物の種類に関係なく直射日光に当てる,危険物の性質に応じて遮光または換気を行う,温度だけ管理すれば遮光・換気は不要である,C,政令第24条第6号は、危険物の性質に応じて建築物その他の工作物または設備で遮光または換気を行うことを定めている。,O4-LAW-2,2026-08-25,危険物の規制に関する政令 第24条第6号,危険物の性質に応じ、貯蔵・取扱い建築物等で遮光又は換気を行う。,全危険物で遮光・換気は不要である。,hazardous-material property -> select shielding/ventilation control,B3 Tier A; environmental-control proposition.,
O4-B3-LAW-C008,READY_FOR_ID,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,temperature humidity pressure control,危険物の温度・湿度・圧力の管理について、政令上適切なものはどれか。,容器外観だけ見ればよい,異常が出てから計器を見る,温度計等は設置だけして監視しなくてよい,計器を監視し、性質に応じた適正な温度・湿度・圧力を保つ,D,政令第24条第7号は、温度計・湿度計・圧力計その他の計器を監視し、危険物の性質に応じた適正な状態を保つことを定めている。,O4-LAW-2,2026-08-25,危険物の規制に関する政令 第24条第7号,計器を監視し、危険物の性質に応じた適正な温度・湿度・圧力を保つ。,容器外観だけ確認すれば温度等の監視は不要である。,monitor instruments -> compare conditions to material needs -> maintain proper state,B3 Tier A; monitoring/control proposition.,
O4-B3-LAW-C009,READY_FOR_ID,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,leak overflow dispersion prevention,危険物を取り扱う際の漏れ・あふれ・飛散への対応として、政令上正しいものはどれか。,漏れ・あふれ・飛散を防ぐため必要な措置を講じる,少量なら漏れてもよい,屋外なら飛散防止は不要である,回収できれば事前対策は不要である,A,政令第24条第8号は、危険物が漏れ、あふれ、または飛散しないよう必要な措置を講じることを定めている。,O4-LAW-2,2026-08-25,危険物の規制に関する政令 第24条第8号,危険物が漏れ・あふれ・飛散しないよう必要な措置を講じる。,少量の漏えいなら防止措置は不要である。,handling operation -> identify leak/overflow/dispersion risk -> preventive measures,B3 Tier A; loss-of-containment prevention.,
O4-B3-LAW-C010,READY_FOR_ID,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,contamination and degradation control,危険物への異物混入について、政令上正しい考え方はどれか。,量が変わらなければ異物混入は問題ない,変質・異物混入等で危険性が増大しないよう必要な措置を講じる,異物混入は表示だけすればよい,危険物取扱者がいれば混入を防がなくてよい,B,政令第24条第9号は、危険物の変質や異物混入等により危険性が増大しないよう必要な措置を講じることを定めている。,O4-LAW-2,2026-08-25,危険物の規制に関する政令 第24条第9号,変質や異物混入等により危険物の危険性が増大しないよう必要な措置を講じる。,危険物の量が変わらなければ異物混入は問題にならない。,material integrity -> contamination/degradation -> prevent increased hazard,B3 Tier A; material-integrity proposition.,
