candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
O4-B11-PHY-C001,INTEGRATED,otsu4_physics,物理・化学,O4-PHY-KT-COMBUSTION,combustion definition,消防研究センターの説明に照らし、「ものが燃える」現象として最も適切なのはどれか。,可燃物と支燃物が着火源から熱を受け、高温・高速の発熱反応を起こす現象,物質が必ず低温でゆっくり吸熱する現象,酸素が存在するだけで必ず起こる現象,光だけを生じて熱を出さない現象,A,消防研究センターは、可燃物と支燃物が着火源から熱を受け、高温で高速の発熱反応を起こす現象を燃焼として説明している。,O4-FDMA-COMBUSTION-1,2026-08-25-retrieved,回答,燃焼は可燃物と支燃物が着火源から熱を受けて起こる高温・高速の発熱反応である。,燃焼は酸素があるだけで自動的に起こる。,identify stated combustion definition -> select all required features,W3 B11; more detailed definition than existing triangle-element questions.,OTSU4-Q-000180
O4-B11-PHY-C002,INTEGRATED,otsu4_physics,物理・化学,O4-PHY-KT-COMBUSTION,energy conversion,燃焼で、可燃物と支燃物がもつ化学エネルギーは主に何へ変換されると説明されているか。,位置エネルギーだけ,熱と光のエネルギー,音だけ,質量だけ,B,消防研究センターは、燃焼で可燃物と支燃物の化学エネルギーが熱と光のエネルギーへ変換されると説明している。,O4-FDMA-COMBUSTION-1,2026-08-25-retrieved,回答,燃焼では化学エネルギーが熱と光のエネルギーへ変換される。,燃焼では化学エネルギーは変化しない。,trace energy before/after combustion -> identify output forms,W3 B11; energy-conversion proposition absent from canonical 161.,OTSU4-Q-000181
O4-B11-PHY-C003,INTEGRATED,otsu4_physics,物理・化学,O4-PHY-KT-COMBUSTION,thermal motion collision,物質が着火源から熱を受けて高温になると、燃焼反応が起こりやすくなる理由として消防研究センターの説明に合うものはどれか。,分子運動が完全に停止する,酸素が必ず消滅する,熱運動のエネルギーが増え、物質間の激しい衝突が起こりやすくなる,すべての化学結合が即座に消える,C,高温になると熱運動のエネルギーが増え、物質間で激しい衝突が起こりやすくなり、結合の組み換えにつながると説明されている。,O4-FDMA-COMBUSTION-1,2026-08-25-retrieved,回答,加熱で熱運動が増え、激しい衝突が起こりやすくなる。,加熱すると粒子運動は弱くなる。,heat input -> increased thermal motion -> more energetic collisions,W3 B11; microscopic causal path distinct from existing heat-element question.,OTSU4-Q-000182
O4-B11-PHY-C004,INTEGRATED,otsu4_physics,物理・化学,O4-PHY-KT-COMBUSTION,bond rearrangement energy,燃焼時の化学結合の組み換えで熱や光が放出される説明として正しいものはどれか。,弱い結合ほど必ず多く熱を吸収するから,原子数が必ず増えるから,質量が消失するから,組み換え後により安定した強い結合ができ、その差の化学エネルギーが放出されるから,D,消防研究センターは、組み換え後により安定した強い結合ができると、結合の強さの差に相当する化学エネルギーが熱や光として外部へ放出されると説明している。,O4-FDMA-COMBUSTION-1,2026-08-25-retrieved,回答,より安定した強い結合への組み換えで化学エネルギー差が熱や光として放出される。,燃焼の発熱は原子数が増えるためである。,compare bond stability before/after -> infer released energy,W3 B11; bond-energy explanation distinct from macroscopic combustion elements.,OTSU4-Q-000183
O4-B11-PHY-C005,INTEGRATED,otsu4_physics,物理・化学,O4-PHY-KT-COMBUSTION,combustion product energy,消防研究センターのエネルギー図の説明では、燃焼後の生成物がもつ化学エネルギーは燃焼前と比べてどうなるか。,少なくなる,必ず同じ,無限に増える,比較できないとされる,A,燃焼後の二酸化炭素や水などの生成物は、燃焼前の可燃物と酸素より安定した結合をもち、化学エネルギーは少なくなると説明されている。,O4-FDMA-COMBUSTION-1,2026-08-25-retrieved,エネルギーの山を越える,燃焼生成物の化学エネルギーは燃焼前の可燃物と酸素より少ない。,燃焼後の生成物は燃焼前より必ず高い化学エネルギーをもつ。,compare energy states -> choose lower product chemical energy,W3 B11; energy-state proposition absent from canonical 161.,OTSU4-Q-000184
O4-B11-PHY-C006,INTEGRATED,otsu4_physics,物理・化学,O4-PHY-KT-COMBUSTION,ignition source role,着火源の役割として消防研究センターの説明に最も合うものはどれか。,可燃物を永久に不燃化する,可燃物と支燃物に燃焼開始に必要なエネルギーの山を越えさせる,酸素をすべて除去する,燃焼生成物を元の可燃物へ戻す,B,着火源は、可燃物と酸素などに燃焼開始に必要な熱を与え、エネルギーの山を越えさせる役割をもつと説明されている。,O4-FDMA-COMBUSTION-1,2026-08-25-retrieved,着火源,着火源は可燃物と支燃物に燃焼開始に必要なエネルギーを与える。,着火源の役割は酸素を除去することだ。,identify activation-barrier concept -> map to ignition-source role,W3 B11; distinct from existing generic 'heat' element.,OTSU4-Q-000185
O4-B11-PHY-C007,INTEGRATED,otsu4_physics,物理・化学,O4-PHY-KT-COMBUSTION,ignition source examples,消防研究センターが着火源の例として挙げている組合せはどれか。,水、窒素、二酸化炭素,砂、泡、乾燥剤,静電気放電、衝撃火花、落雷,冷却水、湿布、断熱材,C,着火源には火気だけでなく、電気、静電気、衝撃火花、太陽光、雷など様々なものがあると説明されている。,O4-FDMA-COMBUSTION-1,2026-08-25-retrieved,着火源,着火源には静電気、衝撃火花、太陽光、雷なども含まれる。,着火源は裸火だけに限られる。,recall source examples -> distinguish ignition sources from suppressants,W3 B11; ignition-source breadth useful for prevention reasoning.,OTSU4-Q-000186
O4-B11-PHY-C008,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-COMBUSTION,ignition source common function,火炎、漏電、静電気放電、衝撃火花など着火源の種類が異なっても共通する役割は何か。,酸素濃度をゼロにする,可燃物を水に変える,指定数量を下げる,可燃物と支燃物に燃焼開始に必要なエネルギーを与える,D,消防研究センターは、着火源の種類が違っても、可燃物と酸素などにエネルギーの山を越えさせる役割は同じだと説明している。,O4-FDMA-COMBUSTION-1,2026-08-25-retrieved,着火源,種類の異なる着火源も、燃焼開始に必要なエネルギーを与える点で役割は共通する。,静電気放電と裸火は着火機構上まったく別の目的をもつ。,generalize across listed ignition sources -> identify common function,W3 B11; concept application beyond source-example recall.,
O4-B11-PHY-C009,INTEGRATED,otsu4_physics,物理・化学,O4-PHY-KT-COMBUSTION,spontaneous ignition mechanism,外部の火炎や火花がなくても自然発火が起こり得る条件として、消防研究センターの説明に合うものはどれか。,反応や微生物分解などで生じた熱が逃げずに蓄積する,必ず大量の冷却水が供給される,可燃物が完全に除去される,周囲温度が絶対零度になる,A,可燃物と酸素の緩やかな反応や微生物分解で生じる熱が外部に逃げず蓄積すると、外部着火源なしでも燃え出すことがあると説明されている。,O4-FDMA-COMBUSTION-1,2026-08-25-retrieved,着火源,反応・分解などで発生した熱が蓄積すると外部着火源なしでも自然発火し得る。,外部の炎がなければ発火は絶対に起こらない。,heat generation + heat accumulation -> spontaneous ignition,W3 B11; natural-ignition proposition distinct from Class 4 flash points.,OTSU4-Q-000187
O4-B11-PHY-C010,INTEGRATED,otsu4_physics,物理・化学,O4-PHY-KT-COMBUSTION,combustion chain reaction,消防研究センターがいう燃焼の「連鎖反応」とはどのような現象か。,燃焼で出た熱が未燃の可燃物や支燃物へ伝わり、次々と反応が続くこと,燃焼生成物を冷却して反応を止めること,酸素を除去することだけ,危険物を指定数量未満に分割すること,A,燃焼で発生した熱がまだ燃えていない可燃物と酸素などへ伝わり、さらに反応が連続して進む現象を連鎖反応と説明している。,O4-FDMA-COMBUSTION-1,2026-08-25-retrieved,なぜ燃え続けるのか？ ～連鎖反応と連鎖担体～,燃焼の連鎖反応は、発生熱が未燃物へ伝わり反応が次々続く現象である。,燃焼は着火直後の一回の反応だけで終わる。,released heat -> new reacting molecules -> continuing reaction,W3 B11; propagation mechanism absent from canonical 161.,OTSU4-Q-000188
