candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
B11-RISK-C001,AI_PRE_ACCEPT,drone_risk_management,Risk Management,B11-RISK-KT01,obstacle-free horizontal launch site,離着陸場所の候補を比較している。候補Aは人の立入りを管理しやすいが、上方に障害物があり地面にも傾斜がある。候補Bは周辺・上方に障害物がなく、水平な場所である。教則に沿う選定として最も適切なものはどれか。,候補Aを選ぶ。人の立入りを管理できれば上方障害物や地面の傾斜は考慮しなくてよい,候補Bを選ぶ。飛行経路を考慮し、周辺・上方に障害物がない水平な場所を離着陸場所とする,どちらでもよい。離着陸場所は飛行開始後の操縦で安全を確保するため事前条件はない,,B,教則は、安全マージンの基礎として、飛行経路を考慮し、周辺及び上方に障害物がない水平な場所を離着陸場所に設定するとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第6章 6.1「安全確保のための基礎」(1)1)安全マージン,離着陸場所は、飛行経路を考慮し、周辺及び上方に障害物がない水平な場所として設定する。,人の立入りだけ管理できれば、上方障害物や地面の水平性は離着陸場所の選定で考慮しなくてよい。,launch/landing site -> check surrounding/overhead obstacles + level surface -> safe-site selection,Tier A。Q090は飛行領域外側の安全マージン、Q119は離着陸場周辺構造物によるコンパスエラーを問う。本問は離着陸地点そのものの水平性と周辺・上方障害物の選定条件を問う。,
B11-RISK-C002,AI_PRE_ACCEPT,drone_risk_management,Risk Management,B11-RISK-KT02,end-to-end flight-plan safety priority,飛行計画の安全管理について、担当者が「安全対策は機体が飛行経路上にいる間だけ詳細に決めればよい」と整理している。教則に沿う見直しとして最も適切なものはどれか。,安全管理は計画経路の飛行中だけを対象とし、離陸前・離陸時・着陸時・着陸後は計画外とする,離陸前から着陸後まで全工程で安全管理を優先し、各工程の状況に応じた安全対策を計画する,離陸時と着陸時だけ安全対策を設定し、巡航中は機体性能に任せる,,B,教則は、飛行計画の全ての工程で安全管理を優先し、離陸前、離陸時、計画経路の飛行、着陸時、着陸後のそれぞれで状況に応じた安全対策を講じるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第6章 6.1「飛行計画」(1)飛行計画策定時の確認事項,飛行計画では離陸前から着陸後まで全工程で安全管理を優先し、工程ごとの状況に応じた安全対策を講じる。,安全管理は機体が飛行経路上にいる時間だけを対象にすればよい。,operation lifecycle -> enumerate pre-takeoff/takeoff/route/landing/post-landing -> apply phase-specific safety controls,Tier A。Q091は既知の離着陸・経路・時間制約の計画統合、Q121は予想可能な状況変化を確認事項へ含める問題。本問は安全管理が運航ライフサイクル全体に及ぶことを問う。,
B11-RISK-C003,AI_PRE_ACCEPT,drone_risk_management,Risk Management,B11-RISK-KT03,risk-management beyond Category III,カテゴリーⅢではない飛行について、「法令上の要件を満たせば、運航リスク管理の考え方を飛行計画へ反映する必要はない」とする案が出た。教則に沿う判断はどれか。,カテゴリーⅢ以外ではリスク管理は不要であり、法令要件だけを確認する,カテゴリーⅢで特に重要だが、その他の飛行でもリスク管理を理解し、安全に配慮した計画・飛行を行う,カテゴリーⅢ以外では事故後にだけリスクを評価すればよい,,B,教則は、リスク管理の考え方は特にカテゴリーⅢ飛行で重要になる一方、その他の飛行でも十分に理解したうえで安全に配慮した計画や飛行を行うことを求めている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第6章 6.1「安全に配慮した飛行」,リスク管理の考え方はカテゴリーⅢ以外の飛行にも適用し、安全に配慮した計画・飛行に反映する。,カテゴリーⅢ以外は法令要件への適合だけで足り、運航リスク管理の考え方は適用しない。,flight category -> distinguish special importance from general applicability -> retain risk-management duty,Tier A。Q001/Q006/Q008/Q256はハザード・リスク評価プロセスを問うが、リスク管理の適用範囲をカテゴリーⅢだけに限定しない点は直接問っていない。,
B11-RISK-C004,AI_PRE_ACCEPT,drone_risk_management,Risk Management,B11-RISK-KT04,dual-lever risk reduction,ある運航で機材不具合による墜落リスクを評価した。担当者は、信頼性の高い機材を使って不具合の発生確率を下げる対策だけを検討し、発生した場合の被害を軽減する対策は検討対象から外した。教則に沿う見直しとして最も適切なものはどれか。,発生確率を下げる対策だけを検討すれば、結果の被害を軽減する対策は不要である,発生確率を下げる対策と、発生時の被害を軽減する対策の双方を候補として検討し、必要な措置でリスクを許容可能な程度まで低減する,被害軽減だけを検討し、発生確率を下げる対策はリスク管理の対象外とする,,B,教則は、特定したリスクについて、発生確率を低減する措置や結果となる被害を軽減する措置を講じ、リスクを許容可能な程度まで低減する考え方を示している。片側の対策類型だけを初めから検討対象外にする考え方ではない。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第6章 6.1「安全に配慮した飛行」,リスク低減では発生確率低減と結果被害軽減の両方の対策類型を検討し、必要な措置によって許容可能な水準まで下げる。,発生確率を下げる対策を選べば、結果被害を軽減する対策は検討する必要がない。,identified risk -> consider probability-reduction + consequence-mitigation branches -> select controls -> acceptable risk,Tier B。Q009は発生可能性低減の単独例、Q010は被害軽減の単独例。本問は両レバーを同じリスクに対して検討し、許容可能水準までの対策構成を判断するためdecision boundaryとreasoning pathが異なる。,
B11-RISK-C005,AI_PRE_ACCEPT,drone_risk_management,Risk Management,B11-RISK-KT05,high-pressure circulation and weather,北半球の高気圧の中心付近について、一般的な風と天気の説明として教則に合うものはどれか。,反時計回りに中心へ風が吹き込み、上昇気流により一般に天気が悪い,時計回りに中心から外へ風が吹き出し、中心部の下降気流により一般に天気がよい,時計回りに中心へ風が吹き込み、中心部では常に上昇気流が生じる,,B,教則は、北半球の高気圧では時計回りに中心から外へ風が吹き出し、中心部で下降気流が発生して一般的に天気がよいとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第6章 6.2「気象の重要性及び情報源」(3)6)高気圧,北半球の高気圧は時計回りに中心から外へ風が吹き出し、中心部の下降気流により一般に天気がよい。,北半球の高気圧は低気圧と同様に反時計回りに中心へ風が吹き込み、上昇気流を生じる。,identify high pressure -> clockwise outward circulation -> subsidence -> fair-weather tendency,Tier A。Q264/B9-C009は低気圧の反時計回り・中心への吹込み・上昇気流を問う。本問は対になる高気圧固有の循環と下降流を答えとして要求する。,
B11-RISK-C006,AI_PRE_ACCEPT,drone_risk_management,Risk Management,B11-RISK-KT06,winter west-high east-low pattern,冬の天気図が典型的な「西高東低」の気圧配置になっている。日本付近の一般的な天気の見込みとして教則に合うものはどれか。,シベリア高気圧からの季節風の影響を受け、日本海側に雪をもたらすことがある,太平洋高気圧の影響で日本海側は必ず乾燥した晴天になる,西高東低では季節風が弱まり、日本海側の降雪リスクはなくなる,,A,教則は、シベリア高気圧が優勢となる冬型の典型を西高東低とし、その季節風によって日本海側に雪をもたらすとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第6章 6.2「気象の重要性及び情報源」(3)8)冬の天気,西高東低の冬型ではシベリア高気圧からの季節風が吹き、日本海側に雪をもたらす。,西高東低では太平洋高気圧が支配的となり、日本海側の雪は生じにくい。,winter pressure pattern -> Siberian-high monsoon flow -> Sea-of-Japan snow risk,Tier A。既存気象問は低気圧・前線・一般情報収集を扱うが、日本の冬型気圧配置と日本海側降雪の対応は未出。,
B11-RISK-C007,AI_PRE_ACCEPT,drone_risk_management,Risk Management,B11-RISK-KT07,front definition,温度や湿度の異なる二つの気団が出会い、すぐに混ざらず境界ができている。この境界が地表と接するところを、教則では何とするか。,前線,等圧線,高気圧の中心,,A,教則は、温度や湿度の異なる気団が出会うと境界ができ、その境界が地表と接するところを前線というとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第6章 6.2「気象の重要性及び情報源」(3)10)前線,異なる気団の境界が地表と接するところを前線という。,前線は同じ性質の気団内部にできる線で、地表との接点とは関係しない。,different air masses meet -> boundary forms -> boundary intersects surface -> front,Tier A。Q094/Q265/Q266は寒冷・温暖・停滞前線の個別現象を問う。本問は前線そのものの成立定義を問う。,
B11-RISK-C008,AI_PRE_ACCEPT,drone_risk_management,Risk Management,B11-RISK-KT08,occluded-front lifecycle,低気圧に伴う前線を確認すると、寒冷前線が温暖前線に追いついている。教則に沿う前線の種類と、その後の一般的な変化の組合せはどれか。,閉塞前線であり、閉塞が進むと低気圧の勢力は次第に弱くなる,停滞前線であり、閉塞が進むほど低気圧の勢力は必ず強くなる,温暖前線であり、寒冷前線が追いついても低気圧の勢力には関係しない,,A,教則は、寒冷前線が温暖前線に追いついた前線を閉塞前線とし、閉塞が進むと次第に低気圧の勢力が弱くなるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第6章 6.2「気象の重要性及び情報源」(3)10)c.閉塞前線,寒冷前線が温暖前線に追いつくと閉塞前線となり、閉塞が進むと低気圧は次第に弱まる。,閉塞前線は温暖前線が寒冷前線に追いついて生じ、閉塞が進むほど低気圧が強まる。,cold front catches warm front -> occlusion -> weakening low-pressure system,Tier A。寒冷・温暖・停滞前線は既出だが、閉塞前線の形成条件と低気圧弱化は未出。,
B11-RISK-C009,AI_PRE_ACCEPT,drone_risk_management,Risk Management,B11-RISK-KT09,spring-autumn transition visibility risk,春または秋、日本付近でシベリア高気圧と太平洋高気圧の勢力が入れ替わり、両気団の境界に前線が停滞している。このとき教則から見込むべき天気として最も適切なものはどれか。,広い範囲で悪天となり、1週間程度の雨、低い雲高や視程障害につながることがある,前線は必ず短時間で通過し、長雨や視程障害は起こらない,前線が停滞すると雲が消え、飛行中の視程は必ず改善する,,A,教則は、春と秋の高気圧の勢力交代時に両気団の境界で前線が停滞し、広い範囲の悪天、1週間くらい続く雨、低い雲高や視程障害をもたらすとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第6章 6.2「気象の重要性及び情報源」(3)9)春と秋の天気,春秋の気団交代時には前線が停滞し、長雨・低い雲高・視程障害をもたらすことがある。,春秋の気団交代時の前線は速やかに通過し、長雨や低雲・視程障害にはつながらない。,seasonal high-pressure transition -> stationary boundary -> prolonged rain + low ceiling/visibility,Tier A。Q266は停滞前線一般の位置維持と長雨を問う。本問は春秋の気団交代という原因から低雲・視程障害まで運航影響を推定する。,
B11-RISK-C010,AI_PRE_ACCEPT,drone_risk_management,Risk Management,B11-RISK-KT10,baiu-front classification,四季の変わり目に現れる長雨のうち、特に顕著な長雨や大雨をもたらす前線を教則ではどのように説明しているか。,梅雨前線であり、停滞前線の一種である,寒冷前線であり、必ず短時間で通過する,閉塞前線であり、降水はほとんど伴わない,,A,教則は、梅雨前線を、四季の変わり目に出現する長雨のうち特に顕著な長雨・大雨をもたらす停滞前線としている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第6章 6.2「気象の重要性及び情報源」(3)10)e.梅雨前線,梅雨前線は、四季の変わり目の長雨のうち特に顕著な長雨・大雨をもたらす停滞前線である。,梅雨前線は短時間で通過する寒冷前線であり、長雨や大雨とは結びつかない。,seasonal prolonged/heavy rain -> stationary-front subtype -> Baiu-front classification,Tier A。Q266は停滞前線一般と梅雨前線・秋雨前線がその例であることを扱う。本問は梅雨前線の定義を長雨の中の特に顕著な長雨・大雨という限定条件から識別する。近接度は高いため独立レビューでfail-closed判定する。,
