candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
B1-R-C001,INTEGRATED,drone_rules,Rules,R1,terminology distinction,"人が乗り組まずに飛行できる機体がある。この機体は、もともと有人の航空機を改造したもので、航空機に近い構造・性能を有している。

航空法上の分類として、教則に最も合うものはどれか。",人が乗り組まないため、必ず無人航空機に分類される,航空機に分類され、操縦者が乗り組まず飛行できるものは「無操縦者航空機」として扱われる,自動操縦が可能であれば、重量にかかわらず模型航空機に分類される,,B,人が乗らないことだけで無人航空機になるわけではない。航空機を改造したものなど、航空機に近い構造・性能を持つものは航空機に分類され得る。,MLIT-UAS-SAFETY-GUIDE-5,5,第3章 3.1.1(1)「航空法における無人航空機の定義」,航空機を改造したものなど航空機に近い構造・性能を有する機体は、操縦者が乗り組まずに飛行できても無人航空機ではなく航空機に分類され、その装置を有する航空機は無操縦者航空機という。,unmanned = always UAS,,LOW。Q046は100g・本体＋batteryという重量判定であり別construct。,DRONE-Q-000101
B1-R-C002,INTEGRATED,drone_rules,Rules,R1,scenario judgment,"遠隔操作可能な無人航空機について登録を申請しようとしている。機体表面には不要な鋭い突起があり、地上の人に衝突した場合に安全を著しく損なうおそれがある。

教則に最も合うものはどれか。",遠隔操作が正常なら登録できる,安全上の問題から、登録を受けることができない機体に該当し得る,Remote IDを搭載すれば、安全上の形状にかかわらず登録できる,,B,登録制度には安全上問題のある機体を排除する機能があり、不要な突起等により衝突時の安全を著しく損なう機体は登録できない対象となる。,MLIT-UAS-SAFETY-GUIDE-5,5,3.1.2(1)3)「登録を受けることができない無人航空機」,表面に不要な突起物があるなど、地上の人等に衝突した際に安全を著しく損なうおそれのある無人航空機は、登録を受けることができない。,control可能ならregistrable,,LOW。Q046/Q047は重量・Remote IDであり登録拒否基準を問わない。,DRONE-Q-000102
B1-R-C003,INTEGRATED,drone_rules,Rules,R1,scenario judgment,"国立天文台が公表する日没時刻を過ぎたが、周囲にはまだ明るさが残っており、機体を肉眼で十分確認できる。

航空法上の「昼間（日中）」の扱いとして最も適切なものはどれか。",機体を明瞭に確認できる間は昼間である,日出から日没までが昼間であり、日没後は昼間には含まれない,目視内飛行が可能なら日没時刻は関係しない,,B,昼間は明るさを操縦者が主観判断する概念ではなく、国立天文台が発表する日出から日没までで区切られる。,MLIT-UAS-SAFETY-GUIDE-5,5,3.1.2(2)2)a「昼間（日中）における飛行」,航空法上の昼間（日中）は、国立天文台が発表する日出から日没までの間をいう。,ambient light vs legal daytime boundary,,LOW。Q048は目視方法の定義。,DRONE-Q-000103
B1-R-C004,INTEGRATED,drone_rules,Rules,R1,exception,"第三者の立入りがない場所で飛行する。機体から、

・自然に生えている樹木まで10m
・第三者が管理する電柱まで20m

である。

「人又は物件との30m以上の距離」の規制について最も適切なものはどれか。",樹木が10mなので規制対象となるが、電柱は対象外である,樹木はこの「物件」には含まれないが、電柱は物件に該当するため規制対象となる,人がいないため、樹木も電柱も距離規制の対象にならない,,B,この規制の「物件」には電柱等の工作物が含まれる一方、土地や樹木などの自然物は含まれない。,MLIT-UAS-SAFETY-GUIDE-5,5,3.1.2(2)2)c「人又は物件との距離」,人又は物件との距離規制における物件には電柱等の工作物は含まれるが、樹木等の自然物は含まれない。,every physical obstacle = statutory “物件”,,LOW。Q002/Q011–013の第三者・第三者上空判定とはreasoningが異なる。,DRONE-Q-000104
B1-R-C005,INTEGRATED,drone_rules,Rules,R1,scenario judgment,"道路の渋滞と信号待ちによって、多数の人が一時的に一か所へ集まっている。予定されたイベントや催しではない。

この状況が航空法上の「多数の者の集合する催し」に該当するかという点だけを判断すると、最も適切なものはどれか。",人数が多ければ必ず催しに該当する,渋滞や信号待ちによる自然発生的な人混みは、催しには該当しない,屋外の人混みは発生原因にかかわらず催しに該当する,,B,催しは人数だけでは判断せず、特定の場所・日時に開催されるものか等を含めて判断する。渋滞など自然発生的な人混みは非該当例である。,MLIT-UAS-SAFETY-GUIDE-5,5,3.1.2(2)2)d「催し場所上空」,信号待ちや混雑により生じる自然発生的な人混みは、多数の者の集合する催しには該当しない。,crowd size alone determines event status,,LOW。Q029/Q050はCategory・手続分類であり催しの定義を問わない。,DRONE-Q-000105
B1-R-C006,INTEGRATED,drone_rules,Rules,R1,exception,"無人航空機が、自ら飛行するために必要な燃料と飛行用バッテリーを搭載している。

航空法上の「危険物の輸送」の扱いとして最も適切なものはどれか。",燃料やバッテリーを搭載しているため、必ず危険物輸送に該当する,無人航空機の飛行自体に必要な燃料や電池は、この危険物の対象には含まれない,バッテリーだけは除外されるが、飛行に必要な燃料は必ず危険物輸送となる,,B,教則は、機体の飛行に必要な燃料・電池等を、ここでいう危険物輸送の対象から除外している。,MLIT-UAS-SAFETY-GUIDE-5,5,3.1.2(2)2)e「危険物の輸送」,無人航空機の飛行のために当該無人航空機で輸送する燃料や電池は、危険物の輸送における危険物の対象とならない。,hazardous material physically aboard = regulated dangerous-goods transport,,LOW。Q050は農薬散布特例における承認手続の範囲で、危険物定義ではない。,DRONE-Q-000106
B1-R-C007,INTEGRATED,drone_rules,Rules,R1,terminology distinction,次のうち、教則上「物件の投下」に含まれないものはどれか。,無人航空機から水を散布する,無人航空機から農薬を霧状に散布する,輸送した物件を落下させずに地表へ置く,,C,水や農薬などの散布は物件投下に含まれる。一方、物件を落下させず地表へ置く行為や、落下させず人へ受け渡す行為は含まれない。,MLIT-UAS-SAFETY-GUIDE-5,5,3.1.2(2)2)f「物件の投下」,輸送した物件を地表に落下させずに置く行為は、物件の投下に含まれない。,payload delivery and statutory drop are identical,,LOW。Q050は物件投下に係る農薬散布の手続特例であり、投下行為の境界を問わない。,DRONE-Q-000107
B1-R-C008,INTEGRATED,drone_rules,Rules,R2,scenario judgment,"登録済み無人航空機の所有者が住所を変更した。機体登録の3年間の有効期間はまだ残っている。

教則に最も合う対応はどれか。",有効期間中であっても登録事項の変更を届け出る,次回の3年更新時まで何もしなくてよい,Remote IDの設定だけ変更すれば登録事項の届出は不要である,,A,所有者・使用者の氏名や住所等に変更があった場合は登録事項変更の届出が必要であり、次回更新まで待つ制度ではない。,MLIT-UAS-SAFETY-GUIDE-5,5,3.1.2(1)4)「登録の手続き及び登録記号の表示」,無人航空機の所有者又は使用者の氏名や住所などに変更があった場合、登録事項の変更の届出をしなければならない。,validity period suspends change-notification duty,,LOW,DRONE-Q-000108
B1-R-C009,INTEGRATED,drone_rules,Rules,R2,operational decision,技能証明の有効期間を更新する場合の手続として、教則に最も合うものはどれか。,更新申請日の前3月以内に更新講習を修了し、有効期間満了日の6月前から1月前までの間に更新申請する,有効期間満了日の6月前までに更新講習を終えれば、申請は満了日当日までいつでもよい,有効期間が満了した後1月以内に更新講習と更新申請を行う,,A,第5版で示される更新routeは、更新講習の時期と申請可能期間の双方に条件がある。,MLIT-UAS-SAFETY-GUIDE-5,5,3.1.2(5)3)「技能証明の交付手続き」中の更新規定,技能証明の更新申請者は、申請日前3月以内に更新講習を修了し、有効期間満了日の6月前から1月前までに更新申請しなければならない。,expiry date itself is application deadline,,NONE identified,DRONE-Q-000109
B1-R-C010,INTEGRATED,drone_rules,Rules,R2,exception,"特定飛行を行う必要が生じたが、事情により飛行前に飛行計画を通報することが困難である。

教則に最も合うものはどれか。",事前通報できない場合、特定飛行そのものを必ず中止しなければならない,事前通報が困難な場合は事後通報が認められるが、通報自体が不要になるわけではない,事前通報できない場合は、飛行計画の通報義務自体が消滅する,,B,原則は事前通報だが、あらかじめ通報することが困難な場合には事後通報が認められている。,MLIT-UAS-SAFETY-GUIDE-5,5,3.1.2(3)2)a「飛行計画の通報等」,特定飛行の飛行計画は、あらかじめ通報することが困難な場合には事後に通報してよい。,advance-notification exception = notification exemption,,LOW–MODERATE。Q053は「通報済み計画から任意に逸脱できるか」を扱う。本問は「通報時期の例外」で、correct conclusion・reasoning・distractorsが異なる。,DRONE-Q-000110
