candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
O4-B8-PHY-C001,READY_FOR_ID,otsu4_physics,物理・化学,O4-PHY-KT-CONCENTRATION,amount-of-substance unit,物質量の単位として用いるものはどれか。,mol,g/L,kg,J,A,化学基礎では物質量とその単位であるモルを扱う。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.92「㋐ 物質量について」,物質量の単位はモル（mol）である。,物質量の単位は質量と同じgである。,identify quantity -> select mole unit,W2 B8; first concentration-target baseline concept.,
O4-B8-PHY-C002,READY_FOR_ID,otsu4_physics,物理・化学,O4-PHY-KT-CONCENTRATION,molar concentration definition,モル濃度が表す関係として最も適切なものはどれか。,溶液の体積と溶質の物質量の関係,溶媒の質量と温度の関係,溶質の色と密度の関係,容器の体積と圧力だけの関係,A,文科省解説は、溶液の体積と溶質の物質量との関係を表すものとしてモル濃度を扱うとしている。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.92「㋐ 物質量について」,モル濃度は溶液の体積と溶質の物質量との関係を表す。,モル濃度は溶媒だけの体積で決まる。,identify definition -> distinguish solution volume and solute amount,W2 B8; source-explicit definition.,
O4-B8-PHY-C003,READY_FOR_ID,otsu4_physics,物理・化学,O4-PHY-KT-CONCENTRATION,molar concentration calculation,溶質0.50molを溶液全体が1.0Lになるようにした。モル濃度はどれか。,0.25mol/L,0.50mol/L,1.0mol/L,2.0mol/L,B,モル濃度は溶質の物質量を溶液の体積で割って考える。0.50÷1.0=0.50mol/L。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.92「㋐ 物質量について」,0.50molを1.0Lの溶液に含むと0.50mol/Lである。,物質量と体積を掛けて濃度を求める。,solute amount / solution volume,W2 B8; direct definition application.,
O4-B8-PHY-C004,AI_PRE_ACCEPT,otsu4_physics,物理・化学,O4-PHY-KT-CONCENTRATION,molar concentration calculation,溶質0.20molを含む0.10Lの溶液のモル濃度はどれか。,0.20mol/L,0.50mol/L,1.0mol/L,2.0mol/L,D,0.20mol÷0.10L=2.0mol/Lである。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.92「㋐ 物質量について」,0.20molを0.10Lの溶液に含むと2.0mol/Lである。,体積が小さいほど濃度も小さくなる。,0.20 / 0.10 -> 2.0,W2 B8; high-concentration boundary.,
O4-B8-PHY-C005,READY_FOR_ID,otsu4_physics,物理・化学,O4-PHY-KT-CONCENTRATION,amount from molarity,0.30mol/Lの溶液2.0Lに含まれる溶質の物質量はどれか。,0.15mol,0.30mol,0.60mol,2.3mol,C,モル濃度と溶液体積の関係から、0.30×2.0=0.60molである。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.92「㋐ 物質量について」,0.30mol/Lの溶液2.0Lには0.60molの溶質が含まれる。,濃度を体積で割る。,molarity * solution volume -> amount,W2 B8; inverse use of definition.,
O4-B8-PHY-C006,READY_FOR_ID,otsu4_physics,物理・化学,O4-PHY-KT-CONCENTRATION,mL-to-L concentration,0.50mol/Lの溶液200mLに含まれる溶質の物質量はどれか。,0.010mol,0.10mol,1.0mol,100mol,B,200mL=0.200Lなので、0.50×0.200=0.10molである。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.92「㋐ 物質量について」,0.50mol/Lの200mL溶液には0.10molの溶質が含まれる。,mLをそのままLとして計算する。,200 mL -> 0.200 L -> cV,W2 B8; unit-conversion boundary.,
O4-B8-PHY-C007,READY_FOR_ID,otsu4_physics,物理・化学,O4-PHY-KT-CONCENTRATION,mL-to-L concentration,0.025molの溶質を含む50mLの溶液のモル濃度はどれか。,0.050mol/L,0.50mol/L,2.0mol/L,5.0mol/L,B,50mL=0.050Lなので、0.025÷0.050=0.50mol/Lである。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.92「㋐ 物質量について」,0.025molを50mLの溶液に含むと0.50mol/Lである。,50mLを50Lとして扱う。,50 mL -> 0.050 L -> n/V,W2 B8; small-volume concentration.,
O4-B8-PHY-C008,READY_FOR_ID,otsu4_physics,物理・化学,O4-PHY-KT-CONCENTRATION,required solution volume,0.20molの溶質で0.40mol/Lの溶液を作るとき、溶液全体の体積はどれか。,0.080L,0.20L,0.50L,2.0L,C,V=n/cより0.20÷0.40=0.50Lである。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.92「㋐ 物質量について」,0.20molを0.40mol/Lにすると溶液体積は0.50Lである。,濃度を物質量で割って体積を求める。,rearrange concentration relation -> V=n/c,W2 B8; solve-for-volume form.,
O4-B8-PHY-C009,READY_FOR_ID,otsu4_physics,物理・化学,O4-PHY-KT-CONCENTRATION,compare molar concentrations,Aは0.10molを0.10L、Bは0.20molを0.40Lの溶液に含む。モル濃度の比較として正しいものはどれか。,Aの方が高い,Bの方が高い,等しい,物質量だけでは必ずBが高い,A,Aは1.0mol/L、Bは0.50mol/LなのでAの方が高い。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.92「㋐ 物質量について」,物質量が多くても溶液体積との比によりモル濃度は低くなり得る。,溶質の物質量が多い方が必ず高濃度である。,compute n/V for each -> compare,"W2 B8; comparison reasoning, not number-only recall.",
O4-B8-PHY-C010,READY_FOR_ID,otsu4_physics,物理・化学,O4-PHY-KT-CONCENTRATION,volume proportionality,溶質の物質量を変えず、溶液全体の体積だけを2倍にしたとき、モル濃度はどうなるか。,2倍,4倍,1/2,変わらない,C,同じ物質量を2倍の溶液体積に分散させるため、モル濃度は1/2になる。,O4-PHY-1,2023-06-07,MEXT 理科編 第2章 第4節 化学基礎 p.92「㋐ 物質量について」,物質量一定で溶液体積を2倍にするとモル濃度は半分になる。,体積が増えると濃度も比例して増える。,"c=n/V -> fixed n, double V -> half c",W2 B8; proportional reasoning.,
