candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,choice5,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
E1-B106-HH-C001,INTEGRATED,eisei1_hygiene_hazardous,労働衛生（有害業務）,E1-HH-005,biomonitor_benzene,ベンゼン等に常時従事する労働者の生物学的モニタリングとして整理される検査項目として適合するものはどれか。,尿中馬尿酸の量,眼底検査,尿中潜血検査,赤血球数等の赤血球系の血液検査,血清インジウムの量,D,A：誤り。トルエンに関する項目である。B：誤り。二硫化炭素に関する項目である。C：誤り。別の有害物に関する項目である。D：正しい。赤血球数等の赤血球系の血液検査である。E：誤り。インジウム化合物に関する項目である。,E1-MHLW-BIOLOGICAL-MONITORING,current-as-retrieved-2026-08-28,職場のあんぜんサイト 生物学的モニタリング 表 ベンゼン等,ベンゼン等では赤血球数等の赤血球系の血液検査を行う。,有害物ごとの検査項目を取り違える。,物質名を確認する -> 表の検査項目を選ぶ,B92は生物学的モニタリングの一般的な目的を問うため別命題である.,EISEI1-Q-000364
E1-B106-HH-C002,INTEGRATED,eisei1_hygiene_hazardous,労働衛生（有害業務）,E1-HH-005,biomonitor_xylene,キシレンに関する生物学的モニタリングの検査内容として適合するものはどれか。,尿中のデルタアミノレブリン酸の量,血液中のカドミウムの量,尿中のN―メチルホルムアミドの量,尿中のメチル馬尿酸の量,胸部のエックス線直接撮影,D,A：誤り。鉛に関する項目である。B：誤り。カドミウムに関する項目である。C：誤り。N・N―ジメチルホルムアミドに関する項目である。D：正しい。尿中のメチル馬尿酸の量である。E：誤り。キシレンの表記載項目ではない。,E1-MHLW-BIOLOGICAL-MONITORING,current-as-retrieved-2026-08-28,職場のあんぜんサイト 生物学的モニタリング 表 キシレン,キシレンでは尿中のメチル馬尿酸の量を検査する。,キシレンとトルエン等の尿中代謝物を混同する。,物質名を確認する -> 対応する尿中代謝物を選ぶ,B92は一般論であり個別物質の代謝物を問わない.,EISEI1-Q-000365
E1-B106-HH-C003,INTEGRATED,eisei1_hygiene_hazardous,労働衛生（有害業務）,E1-HH-005,biomonitor_dmf,N・N―ジメチルホルムアミドに関する生物学的モニタリングの検査内容として適合するものはどれか。,尿中の二・五―ヘキサンジオンの量,尿中のメチル馬尿酸の量,尿中の馬尿酸の量,尿中のN―メチルホルムアミドの量,血清インジウムの量,D,A：誤り。ノルマルヘキサンに関する項目である。B：誤り。キシレンに関する項目である。C：誤り。トルエンに関する項目である。D：正しい。尿中のN―メチルホルムアミドの量である。E：誤り。インジウム化合物に関する項目である。,E1-MHLW-BIOLOGICAL-MONITORING,current-as-retrieved-2026-08-28,職場のあんぜんサイト 生物学的モニタリング 表 N・N―ジメチルホルムアミド,N・N―ジメチルホルムアミドでは尿中のN―メチルホルムアミドの量を検査する。,有機溶剤と尿中代謝物の対応を混同する。,物質名を確認する -> 対応する尿中代謝物を選ぶ,B92は一般論であり個別物質の代謝物を問わない.,EISEI1-Q-000366
E1-B106-HH-C004,INTEGRATED,eisei1_hygiene_hazardous,労働衛生（有害業務）,E1-HH-005,biomonitoring_manganese,マンガン又はその化合物に関する生物学的モニタリングの検査内容として、厚生労働省資料に適合するものはどれか。,尿中の馬尿酸の量,血液中の鉛の量,尿中のベータ2―ミクログロブリンの量,握力の測定,尿中のメチル馬尿酸の量,D,A：誤り。尿中の馬尿酸はトルエンに関する項目である。B：誤り。血液中の鉛は鉛等に関する項目である。C：誤り。尿中のベータ2―ミクログロブリンはカドミウム又はその化合物に関する項目である。D：正しい。マンガン又はその化合物について、厚生労働省資料は握力の測定を示す。E：誤り。尿中のメチル馬尿酸はキシレンに関する項目である。,E1-MHLW-BIOLOGICAL-MONITORING,current-as-retrieved-2026-08-28,職場のあんぜんサイト 生物学的モニタリング 表 マンガン又はその化合物,マンガン又はその化合物に関する検査内容には握力の測定がある。,マンガンの検査項目を有機溶剤、鉛又はカドミウムの生体試料検査と混同する。,物質名と厚生労働省資料の検査内容の対応を選ぶ。,既存のトルエン問題とは異なり、マンガン又はその化合物の握力測定を正答命題とする。,EISEI1-Q-000367
E1-B106-HH-C005,INTEGRATED,eisei1_hygiene_hazardous,労働衛生（有害業務）,E1-HH-005,biomonitor_hexane,ノルマルヘキサンに関する生物学的モニタリングの検査内容として適合するものはどれか。,尿中の馬尿酸の量,尿中のN―メチルホルムアミドの量,尿中のメチル馬尿酸の量,尿中の二・五―ヘキサンジオンの量,血液中のカドミウムの量,D,A：誤り。トルエンに関する項目である。B：誤り。N・N―ジメチルホルムアミドに関する項目である。C：誤り。キシレンに関する項目である。D：正しい。尿中の二・五―ヘキサンジオンの量である。E：誤り。カドミウムに関する項目である。,E1-MHLW-BIOLOGICAL-MONITORING,current-as-retrieved-2026-08-28,職場のあんぜんサイト 生物学的モニタリング 表 ノルマルヘキサン,ノルマルヘキサンでは尿中の二・五―ヘキサンジオンの量を検査する。,有機溶剤と尿中代謝物の対応を混同する。,物質名を確認する -> 対応する尿中代謝物を選ぶ,B92は一般論であり個別物質の代謝物を問わない.,EISEI1-Q-000368
E1-B106-HH-C006,INTEGRATED,eisei1_hygiene_hazardous,労働衛生（有害業務）,E1-HH-005,biomonitor_lead,鉛に関する生物学的モニタリングの有害物濃度に関する検査内容として適合するものはどれか。,尿中の馬尿酸の量,血清インジウムの量,尿中のマンデル酸の量,血液中の鉛の量,尿中のトリクロル酢酸の量,D,A：誤り。トルエンに関する項目である。B：誤り。インジウム化合物に関する項目である。C：誤り。エチルベンゼンに関する項目である。D：正しい。血液中の鉛の量である。E：誤り。トリクロルエタン等に関する項目である。,E1-MHLW-BIOLOGICAL-MONITORING,current-as-retrieved-2026-08-28,職場のあんぜんサイト 生物学的モニタリング 表 鉛,鉛では血液中の鉛の量を検査する。,鉛の検査試料を尿中代謝物の検査と混同する。,物質名を確認する -> 有害物濃度に関する検査内容を選ぶ,B92は一般論であり鉛の個別検査を問わない.,EISEI1-Q-000369
E1-B106-HH-C007,INTEGRATED,eisei1_hygiene_hazardous,労働衛生（有害業務）,E1-HH-005,biomonitor_vinyl_chloride,塩化ビニルに関する生物学的モニタリングの検査内容として適合するものはどれか。,尿中のメチル馬尿酸の量,血清インジウムの量,眼底検査,尿中のデルタアミノレブリン酸の量,肝又は脾の腫大の有無及び、血清ビリルビン、GOT、GPT、ALP等の肝機能検査,E,A：誤り。キシレンに関する項目である。B：誤り。インジウム化合物に関する項目である。C：誤り。二硫化炭素に関する項目である。D：誤り。鉛に関する項目である。E：正しい。厚生労働省資料は、肝又は脾の腫大の有無に加え、血清ビリルビン、GOT、GPT、ALP等の肝機能検査を示している。,E1-MHLW-BIOLOGICAL-MONITORING,current-as-retrieved-2026-08-28,職場のあんぜんサイト 生物学的モニタリング 表 塩化ビニル,塩化ビニルに関する検査内容には、肝又は脾の腫大の有無及び血清ビリルビン、GOT、GPT、ALP等の肝機能検査がある。,塩化ビニルの検査項目を尿中代謝物の検査と混同する。,物質名を確認する -> 表の影響スクリーニング項目を選ぶ,B92は一般論であり個別物質の肝機能検査を問わない.,EISEI1-Q-000370
E1-B106-HH-C008,INTEGRATED,eisei1_hygiene_hazardous,労働衛生（有害業務）,E1-HH-005,biomonitor_indium,インジウム化合物に関する生物学的モニタリングの有害物濃度に関する検査内容として適合するものはどれか。,尿中の馬尿酸の量,血液中の鉛の量,尿中のN―メチルホルムアミドの量,尿中の二・五―ヘキサンジオンの量,血清インジウムの量,E,A：誤り。トルエンに関する項目である。B：誤り。鉛に関する項目である。C：誤り。N・N―ジメチルホルムアミドに関する項目である。D：誤り。ノルマルヘキサンに関する項目である。E：正しい。血清インジウムの量である。,E1-MHLW-BIOLOGICAL-MONITORING,current-as-retrieved-2026-08-28,職場のあんぜんサイト 生物学的モニタリング 表 インジウム化合物,インジウム化合物では血清インジウムの量を検査する。,インジウム化合物の試料と他物質の尿中代謝物を混同する。,物質名を確認する -> 有害物濃度に関する検査内容を選ぶ,B92は一般論であり個別物質の血清検査を問わない.,EISEI1-Q-000371
E1-B106-HH-C009,INTEGRATED,eisei1_hygiene_hazardous,労働衛生（有害業務）,E1-HH-005,biomonitor_cadmium,カドミウム又はその化合物に関する生物学的モニタリングの有害物濃度に関する検査内容として適合するものはどれか。,尿中の馬尿酸の量,血清インジウムの量,血液中の鉛の量,尿中の二・五―ヘキサンジオンの量,血液中のカドミウムの量,E,A：誤り。トルエンに関する項目である。B：誤り。インジウム化合物に関する項目である。C：誤り。鉛に関する項目である。D：誤り。ノルマルヘキサンに関する項目である。E：正しい。血液中のカドミウムの量である。,E1-MHLW-BIOLOGICAL-MONITORING,current-as-retrieved-2026-08-28,職場のあんぜんサイト 生物学的モニタリング 表 カドミウム又はその化合物,カドミウム又はその化合物では血液中のカドミウムの量を検査する。,カドミウムの検査項目を鉛等の検査と混同する。,物質名を確認する -> 有害物濃度に関する検査内容を選ぶ,B92は一般論であり個別物質の血液検査を問わない.,EISEI1-Q-000372
E1-B106-HH-C010,INTEGRATED,eisei1_hygiene_hazardous,労働衛生（有害業務）,E1-HH-005,biomonitor_chromic_acid,クロム酸等に関する生物学的モニタリングの検査内容として適合するものはどれか。,尿中のメチル馬尿酸の量,尿中の馬尿酸の量,血清インジウムの量,血液中のカドミウムの量,鼻粘膜の異常や鼻中隔穿孔等の鼻腔所見の有無,E,A：誤り。キシレンに関する項目である。B：誤り。トルエンに関する項目である。C：誤り。インジウム化合物に関する項目である。D：誤り。カドミウムに関する項目である。E：正しい。鼻粘膜の異常や鼻中隔穿孔等の鼻腔所見の有無である。,E1-MHLW-BIOLOGICAL-MONITORING,current-as-retrieved-2026-08-28,職場のあんぜんサイト 生物学的モニタリング 表 クロム酸等,クロム酸等では鼻粘膜の異常や鼻中隔穿孔等の鼻腔所見の有無を検査する。,クロム酸等の影響スクリーニング項目を他の有害物の検査と混同する。,物質名を確認する -> 表の影響スクリーニング項目を選ぶ,B92は一般論であり個別物質の鼻腔所見を問わない.,EISEI1-Q-000373
