candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
B4-OPS-C001,READY_FOR_ID,drone_operations,Operations,OPS1,in-flight monitoring,飛行中の監視として、教則に最も合うものはどれか。,機体の異常の有無だけを確認し、経路・高度・速度や周囲状況は飛行後に記録で確認する,機体の異常、計画どおりの経路・高度・速度、気象の変化、航空機・他の無人航空機・第三者の有無を継続的に確認する,計画どおりの経路だけを確認し、気象や周囲の航空機・第三者は飛行前の確認結果を用いる,,B,教則は飛行中の監視として、機体状態だけでなく計画経路・高度・速度、気象変化、航空機・他の無人航空機・第三者の有無を継続的に確認する項目として示している。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第5章 5.1.2(2)「飛行中の監視」（教則表示ページ54 / PDF viewer 60）,飛行中は機体状態・計画どおりの飛行状態・気象変化・周囲の航空機等・第三者を継続監視する。,飛行前確認が済んでいれば飛行中は機体異常だけ見ればよい。,in-flight phase -> multiple dynamic hazards -> continuous monitoring set,LOW。Q080/Q081は飛行開始前、Q039は運航終了後。飛行中の監視項目セットは未出。,
B4-OPS-C002,READY_FOR_ID,drone_operations,Operations,OPS1,remote ID preflight check,リモートID機能を有する機器を装備した無人航空機について、飛行前点検として教則に最も合うものはどれか。,リモートID機能が正常に作動していることを確認する,登録記号が表示されていれば、リモートID機能の作動確認は不要である,リモートID機能は飛行後に記録を確認すればよく、飛行前点検の対象ではない,,A,教則は、リモートID機能を有する機器を装備する場合、飛行前点検でその機能が正常に作動していることを確認する例を示している。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第5章 5.1.2(2)「飛行前の点検」⑦（教則表示ページ54 / PDF viewer 60）,リモートID機能を有する機器を装備する場合は、飛行前に正常作動を確認する。,登録表示があればリモートIDの機能確認は不要である。,equipped Remote ID -> preflight functional check -> verify normal operation,LOW。Q081は一般的な通信・推進・電源・自動制御系点検で、Remote ID固有の作動確認は未出。,
B4-OPS-C003,READY_FOR_ID,drone_operations,Operations,OPS1,gasoline transport container,ガソリンエンジン機の燃料を乗用車で運搬する。教則に示された扱いとして最も適切なものはどれか。,消防法で定められた22リットル以下の専用容器で運搬する,機体用燃料であれば、容量に関係なく一般のポリ容器で運搬できる,燃料タンクに入れた状態であれば、容器の要件は考慮しなくてよい,,A,教則は、ガソリンは危険物に該当するため、乗用車等で運搬する場合には消防法で定められた22リットル以下の専用容器で運搬するとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第5章 5.1.2(3)「ガソリンエンジンで駆動する機体の注意事項」（教則表示ページ54 / PDF viewer 60）,ガソリンを乗用車等で運搬する場合は、消防法で定められた22L以下の専用容器を用いる。,無人航空機用の少量燃料なら一般容器でよい。,gasoline hazardous material -> passenger vehicle transport -> dedicated container limit,LOW。Q079/Q168はエンジン整備・指定燃料であり、燃料運搬容器の要件は未出。,
B4-OPS-C004,READY_FOR_ID,drone_operations,Operations,OPS1,engine vibration inspection,ガソリンエンジンで駆動する無人航空機の点検で、教則が特に注意を求めるものはどれか。,エンジン駆動では機体の振動が大きいため、ネジ類の緩みなどを特に確認する,エンジン駆動では振動が小さいため、ネジ類の緩みは点検対象から外す,燃料量だけを確認すれば、振動による機体部品への影響は考慮しなくてよい,,A,教則は、エンジン駆動の場合には機体の振動が大きいため、ネジ類の緩みなどを特に注意して点検する必要があるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第5章 5.1.2(3)「ガソリンエンジンで駆動する機体の注意事項」（教則表示ページ54 / PDF viewer 60）,エンジン駆動機は振動が大きいため、ネジ類の緩みを特に点検する。,一般的な飛行前点検だけでエンジン機特有の振動影響を考えなくてよい。,engine vibration -> fastener loosening risk -> targeted inspection,MEDIUM-LOW。Q081は一般点検でネジ等を含むが、本問はエンジン機特有の振動を理由とする重点点検を問う。,
B4-OPS-C005,READY_FOR_ID,drone_operations,Operations,OPS1,payload drop height without assistant,物件投下を行う計画で、投下場所には補助者を配置しない。教則に示された投下高度の原則として最も適切なものはどれか。,原則として1m以内とする,原則として5m以内とする,補助者がいなければ高度に関する原則はない,,A,教則は、投下場所に補助者を配置しない場合、物件投下を行う際の高度は原則1m以内である必要があるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第5章 5.1.2(4)「ペイロードを搭載あるいは物件投下時における注意事項」（教則表示ページ54 / PDF viewer 60）,投下場所に補助者を配置しない物件投下では、投下高度は原則1m以内。,物件投下では補助者の有無と投下高度に関係はない。,payload drop -> no assistant at drop point -> height ceiling,LOW。Q073は投下装置の構造・手順であり、投下場所に補助者がいない場合の高度原則は未出。,
B4-OPS-C006,READY_FOR_ID,drone_operations,Operations,OPS2,category II application timing,カテゴリーII飛行について許可・承認申請が必要である。教則に示された申請書の提出時期として最も適切なものはどれか。,飛行開始予定日の10開庁日前まで,飛行開始予定日の3開庁日前まで,申請受付が飛行開始前であれば、審査期間を考慮する必要はない,,A,教則は、カテゴリーII飛行の申請について、飛行開始予定日の10開庁日前までに申請書を所定の提出先へ提出する必要があるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第5章 5.1.3(1)「国土交通省への飛行申請」（教則表示ページ54 / PDF viewer 60）,カテゴリーII飛行の許可・承認申請は、飛行開始予定日の10開庁日前までに提出する。,申請を出しさえすれば飛行開始直前でもよい。,Category II application -> review lead time -> 10 business days,LOW。Q082は申請→審査→許可取得のworkflowであり、10開庁日前という提出期限は未出。,
B4-OPS-C007,READY_FOR_ID,drone_operations,Operations,OPS2,insurance type distinction,無人航空機の保険について、教則に示された種類と補償対象の組合せとして最も適切なものはどれか。,機体保険は機体やカメラ自体の損傷、損害賠償責任保険は運航によって生じる対人・対物の損害,機体保険は第三者への対人・対物損害、損害賠償責任保険は機体やカメラ自体の損傷,両者とも機体やカメラ自体の損傷だけを対象とする,,A,教則は、機体保険を機体やカメラ自体の損傷に対する保険、損害賠償責任保険を運航によって生じる対物・対人損害に対する保険として区別している。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第5章 5.1.4(1)「損害賠償能力の確保」（教則表示ページ55 / PDF viewer 61）,機体保険と損害賠償責任保険は、自己機体等の損傷と第三者への対人・対物損害で補償対象が異なる。,機体保険と賠償責任保険の補償対象を逆に理解する。,insurance need -> distinguish hull vs liability -> map covered loss,LOW。現行canonicalに保険種類の補償対象比較は見当たらない。,
B4-OPS-C008,READY_FOR_ID,drone_operations,Operations,OPS2,cargo insurance scope,無人航空機で荷物を輸送する。保険について教則が確認を求めている事項として最も適切なものはどれか。,輸送物そのものが保険対象に含まれるか確認する,機体が保険対象なら、輸送物も必ず自動的に補償されるため確認不要である,輸送物は無人航空機の保険とは無関係なので、補償範囲を確認する必要はない,,A,教則は、荷物輸送においては輸送物が保険対象に含まれるか確認するよう注意を示している。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第5章 5.1.4(1)「損害賠償能力の確保」（教則表示ページ55 / PDF viewer 61）,荷物輸送では、輸送物が保険対象に含まれるかを確認する。,機体に保険を掛ければ積載する荷物も当然に補償される。,cargo transport -> insurance scope -> verify cargo inclusion,LOW。保険の一般分類とは別に、第5版で明示された荷物輸送時の補償範囲確認を問う。,
B4-OPS-C009,READY_FOR_ID,drone_operations,Operations,OPS2,cybersecurity certified aircraft,自動・自律飛行を行う無人航空機について、プログラムの不正書換えによる奪取や悪用のリスクを低減したい。教則に示された考え方として最も適切なものはどれか。,機体認証・型式認証を受けた機体は一定のサイバーセキュリティ対策がされているため、その利用はリスク軽減策になり得る,自動・自律飛行ではプログラム書換えの影響を受けないため、機体認証の有無はセキュリティと関係しない,遠隔操縦機器を施錠保管すれば、プログラムへの不正書換えリスクはすべて解消される,,A,教則は、プログラムを不正に書き換えられることで機体が奪取・悪用される可能性を示し、機体認証・型式認証の安全基準にはサイバーセキュリティ適合性も求められるため、認証機体の利用はリスク軽減策になるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第5章 5.1.4(2)「無人航空機に係るセキュリティ確保」（教則表示ページ55 / PDF viewer 61）,認証機体は一定のサイバーセキュリティ対策が確認されており、プログラム改ざん等のリスク軽減策になり得る。,物理的な盗難対策だけでソフトウェア改ざんリスクも解消できる。,autonomous software risk -> certification cybersecurity suitability -> mitigation choice,LOW。Q084は機体・遠隔操縦機器の物理管理であり、プログラム改ざんと認証機体のcyber mitigationは未出。,
B4-OPS-C010,READY_FOR_ID,drone_operations,Operations,OPS3,GNSS-off emergency operation,マルチローターの運航中、GNSS受信装置による位置推定機能を使用できなくなった。教則が操縦者に求める備えとして最も適切なものはどれか。,GNSSによる位置推定機能を使用しない機体操作を行えるようにする,GNSSが使えない場合は操縦を行わず、必ず機体の自動制御だけに任せる,GNSSが復旧するまで、操縦者は機体の姿勢や位置に介入しない,,A,教則は、緊急時にはGNSS受信装置による機体位置推定機能を使用しない機体操作が求められるとしている。,MLIT-UAS-SAFETY-GUIDE-5,5,教則 第5章 5.2.1(1)5)「GNSSを使用しない操作」（教則表示ページ57 / PDF viewer 63）,緊急時にはGNSSによる位置推定に依存しない機体操作が求められる。,GNSS喪失時は操縦者が介入せず自動制御だけに任せればよい。,GNSS unavailable -> manual position-control capability -> emergency operation,LOW。既存Q014-Q017はGNSS精度・waypoint、Q018-Q021は自動/手動切替であり、GNSS-off操作能力そのものは未出。,
