candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
O4-B19-LAW-C001,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,mobile tank documents,規則第40条の2の3が、移動タンク貯蔵所に備え付ける書類として定めているものはどれか。,第7条および第7条の3の届出書,危険物取扱者試験の答案,車両の広告資料,従業員の給与明細,A,規則第40条の2の3は、政令第26条第1項第9号の書類として第7条及び第7条の3の届出書を定めている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の2の3,移動タンク貯蔵所に備え付ける書類として第7条及び第7条の3の届出書が定められている。,移動タンク貯蔵所には法定届出書の備付けは不要である。,mobile tank storage -> required onboard documents -> Article 7 and 7-3 notifications,B19 Tier B; distinct from B10/B13 transport procedures and B3 general storage rules.,
O4-B19-LAW-C002,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,alkylaluminum emergency tools,アルキルアルミニウム等を扱う場合に規則第40条の2の4が定める用具の組合せとして正しいものはどれか。,防護服・ゴム手袋・弁等の締付け工具・携帯用拡声器,軍手・ほうき・電卓・傘,消火器だけ,ヘルメットと懐中電灯だけ,A,規則第40条の2の4第2項は、防護服、ゴム手袋、弁等の締付け工具及び携帯用拡声器を備付け用具として定めている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の2の4第2項,アルキルアルミニウム等に係る備付け用具は防護服・ゴム手袋・締付け工具・携帯用拡声器である。,一般的な清掃用具だけ備えればよい。,hazardous material type -> prescribed emergency tools -> select complete statutory set,B19 Tier B; no B3 tool-equipment proposition.,
O4-B19-LAW-C003,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,rack storage height,危険物を架台で貯蔵する場合の高さについて、規則第40条の2の5が定める値はどれか。,3m,4m,6m,10m,C,規則第40条の2の5は、政令第26条第1項第11号の3の高さを6mとしている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の2の5,架台での貯蔵高さとして規則が定める値は6mである。,架台の高さは容器積み重ねの原則3mと常に同じである。,rack storage -> distinguish from container stacking -> apply six-meter statutory height,B19 Tier B; distinct from B3 C024 3m/4m/6m container-stacking rule.,
O4-B19-LAW-C004,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,special storage hazardous materials,第四類危険物のうち、規則第40条の3が特別の貯蔵基準を必要とする危険物として明示するものはどれか。,特殊引火物のジエチルエーテルおよびこれを含有するもの,すべての第四石油類,すべての動植物油類,水だけ,A,規則第40条の3は、第13条の7に規定する危険物に加え、第四類の特殊引火物であるジエチルエーテル及びこれを含有するものを特別の貯蔵基準の対象としている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3,特殊引火物のジエチルエーテル等は特別の貯蔵基準を必要とする危険物に含まれる。,第四類では特別の貯蔵基準を必要とするものはない。,Class 4 material -> identify special inflammable ether -> special storage regime,B19 Tier B; distinct from B3 hazard-grade classification.,
O4-B19-LAW-C005,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,alkylaluminum inert gas before injection,屋外・屋内・移動の貯蔵タンクに新たにアルキルアルミニウム等を注入するとき、規則上まず行う措置はどれか。,タンク内の空気を不活性の気体と置換する,空気を追加して酸素濃度を上げる,タンクを開放したまま加熱する,水を満杯にしてそのまま注入する,A,規則第40条の3の2第1号は、アルキルアルミニウム等を新たに注入するとき、あらかじめタンク内の空気を不活性の気体と置換することを定めている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の2第1号,アルキルアルミニウム等を新規注入する前にタンク内空気を不活性ガスで置換する。,注入前にタンク内へ空気を追加する方が安全である。,new alkylaluminum injection -> remove reactive air -> inert-gas replacement first,B19 Tier B; specific storage standard not covered by B3 general rule.,
O4-B19-LAW-C006,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,alkylaluminum mobile tank inert pressure,移動貯蔵タンクにアルキルアルミニウム等を貯蔵する場合、不活性の気体を封入する圧力の上限はどれか。,20kPa以下,50kPa以下,0.2MPaを超える圧力,上限なし,A,規則第40条の3の2第3号は、移動貯蔵タンクにアルキルアルミニウム等を貯蔵する場合、不活性の気体を20kPa以下の圧力で封入するとしている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の2第3号,アルキルアルミニウム等の移動貯蔵タンクでは不活性ガス圧力を20kPa以下とする。,不活性ガスは高圧ほどよく上限はない。,mobile tank alkylaluminum storage -> inert gas -> apply 20 kPa maximum,B19 Tier C numeric boundary; distinct from C024 withdrawal pressure.,
O4-B19-LAW-C007,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,acetaldehyde nonpressure temperature,圧力タンクでない屋外・屋内・地下貯蔵タンクでアセトアルデヒドまたはこれを含有するものを貯蔵する場合、温度の上限はどれか。,15℃以下,30℃以下,40℃以下,60℃以下,A,規則第40条の3の3第4号は、圧力タンク以外で貯蔵するアセトアルデヒドまたはこれを含有するものの温度を15℃以下に保つとしている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の3第4号,非圧力タンクのアセトアルデヒド等は15℃以下に保つ。,アセトアルデヒド等も一律40℃以下でよい。,nonpressure tank -> acetaldehyde category -> apply 15°C maximum,B19 Tier C temperature boundary; no B3 collision.,
O4-B19-LAW-C008,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,propylene oxide ether nonpressure temperature,圧力タンクでない屋外・屋内・地下貯蔵タンクで酸化プロピレン等またはジエチルエーテル等を貯蔵する場合、温度の上限はどれか。,15℃以下,30℃以下,40℃以下,80℃以下,B,規則第40条の3の3第4号は、非圧力タンクで貯蔵する酸化プロピレン等またはジエチルエーテル等を30℃以下に保つとしている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の3第4号,非圧力タンクの酸化プロピレン等・ジエチルエーテル等は30℃以下に保つ。,これらもアセトアルデヒドと同じ15℃以下でなければならない。,nonpressure tank -> propylene oxide/diethyl ether branch -> apply 30°C maximum,B19 Tier C; pairs with C007 but tests distinct statutory material branch.,
O4-B19-LAW-C009,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,pressure tank temperature,圧力タンクにアセトアルデヒド等またはジエチルエーテル等を貯蔵する場合、規則上の温度上限はどれか。,15℃以下,30℃以下,40℃以下,100℃以下,C,規則第40条の3の3第5号は、圧力タンクに貯蔵するアセトアルデヒド等またはジエチルエーテル等を40℃以下に保つとしている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の3第5号,圧力タンクのアセトアルデヒド等・ジエチルエーテル等は40℃以下に保つ。,圧力タンクでも物質により15℃または30℃の非圧力基準をそのまま使う。,pressure tank -> specified special materials -> apply 40°C maximum,B19 Tier C tank-type boundary distinct from C007/C008.,
O4-B19-LAW-C010,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,refrigerated mobile tank temperature,保冷装置を有する移動貯蔵タンクにアセトアルデヒド等またはジエチルエーテル等を貯蔵する場合、温度はどの基準で保つか。,危険物の沸点以下,必ず15℃以下,必ず30℃以下,温度管理不要,A,規則第40条の3の3第6号は、保冷装置を有する移動貯蔵タンクでは対象危険物の温度を当該危険物の沸点以下に保つとしている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の3第6号,保冷装置付き移動貯蔵タンクでは対象危険物をその沸点以下に保つ。,保冷装置があれば温度の上限はなくなる。,refrigerated mobile tank -> special materials -> keep at or below boiling point,B19 Tier C; unique dynamic threshold.,
O4-B19-LAW-C011,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,nonrefrigerated mobile tank temperature,保冷装置のない移動貯蔵タンクでアセトアルデヒド等またはジエチルエーテル等を貯蔵する場合、規則上の温度上限はどれか。,15℃以下,30℃以下,40℃以下,上限なし,C,規則第40条の3の3第7号は、保冷装置のない移動貯蔵タンクでは対象危険物を40℃以下に保つとしている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の3第7号,保冷装置のない移動貯蔵タンクでは対象危険物を40℃以下に保つ。,保冷装置がない場合は温度管理をしなくてよい。,nonrefrigerated mobile tank -> special materials -> apply 40°C maximum,B19 Tier C; mobile-tank branch distinct from pressure stationary tank C009.,
O4-B19-LAW-C012,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,fuel nozzle automatic stop,専用タンクに接続する固定給油設備の給油ノズルについて、規則が求める構造はどれか。,自動車等の燃料タンクが満量になると給油を自動停止する,満量でも給油を続ける,常に開放状態で固定する,満量検知機能を設けない,A,規則第40条の3の3の2第1号は、自動車等の燃料タンクが満量となったとき給油を自動的に停止する構造を求めている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の3の2第1号,固定給油設備の給油ノズルは車両燃料タンク満量時に自動停止する。,給油ノズルは満量時にも供給を継続する構造でよい。,fueling nozzle -> vehicle tank reaches full -> automatic stop,B19 Tier B; specific filling safeguard not in B3.,
O4-B19-LAW-C013,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,container nozzle automatic stop,専用タンクに接続する固定注油設備の注油ノズルについて、規則が求める構造はどれか。,容器が満量になると危険物の注入を自動停止する,容器が満量でも注入を続ける,手放しで開放固定する,満量検知を禁止する,A,規則第40条の3の3の2第2号は、容器が満量となったとき危険物の注入を自動的に停止する構造を求めている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の3の2第2号,固定注油設備の注油ノズルは容器満量時に自動停止する。,容器への注油では満量時の自動停止は不要である。,container filling -> container reaches full -> automatic stop,B19 Tier B; parallel but distinct equipment/recipient from C012.,
O4-B19-LAW-C014,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,wrong product prevention,専用タンクへ移動タンク貯蔵所から危険物を注入する設備について、規則が原則として求めるものはどれか。,専用タンク内と異なる種類の危険物の誤注入を有効に防止できる構造,異なる種類を意図的に混合できる構造,種類を確認せず注入する構造,誤注入防止機能を設けない構造,A,規則第40条の3の3の2第3号は、専用タンクと移動タンク貯蔵所について、専用タンク内と異なる種類の危険物が誤って注入されることを有効に防止できる構造を原則として求めている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の3の2第3号,専用タンクへの注入設備は原則として異種危険物の誤注入を有効に防止できる構造とする。,危険物の種類が違っても誤注入防止は不要である。,dedicated tank -> compare stored and incoming product -> prevent wrong-product injection,B19 Tier B; distinct from B3 contamination/degradation general rule.,
O4-B19-LAW-C015,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,tank injection safety zone,移動貯蔵タンクから専用タンクへ危険物を注入するとき、規則第40条の3の4が定める範囲として正しいものはどれか。,注入口から3m以内かつ通気管先端から水平1.5m以内,注入口から1m以内だけ,通気管先端から水平10m以内だけ,距離の定めはない,A,規則第40条の3の4第2号は、移動貯蔵タンクから専用タンクへ注入するときの範囲を、専用タンクの注入口から3m以内及び通気管先端から水平距離1.5m以内としている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の4第2号,専用タンク注入時の規定範囲は注入口3m以内と通気管先端水平1.5m以内である。,専用タンク注入時には注入口や通気管先端からの距離基準はない。,mobile-to-dedicated tank injection -> identify regulated proximity -> 3m inlet and 1.5m vent,B19 Tier C numeric facility boundary; not a Chapter6 transport distance.,
O4-B19-LAW-C016,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,vapor recovery,移動貯蔵タンクから専用タンクへ危険物を注入するとき、可燃性蒸気を有効に回収しなければならないのはどの危険物か。,引火点40℃未満,引火点40℃以上だけ,水溶性ならすべて不要,引火点に関係なく回収禁止,A,規則第40条の3の5は、移動貯蔵タンクから専用タンクに引火点40℃未満の危険物を注入するとき、所定の設備を用いて可燃性蒸気を有効に回収するとしている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の5,専用タンクへの注入で引火点40℃未満の危険物は可燃性蒸気の回収措置が必要である。,蒸気回収の要否に引火点40℃の境界はない。,dedicated-tank injection -> flash point below 40°C -> use vapor-recovery equipment,B19 Tier C flash-point operational boundary; distinct from FIR property questions.,
O4-B19-LAW-C017,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,closed fueling access control,給油の業務が行われていないとき、危険物を取り扱う箇所の周囲について規則上必要な措置はどれか。,係員以外の者を近寄らせないための措置,誰でも自由に近づけるようにする,危険物設備の標識を外す,すべての注入口を開放する,A,規則第40条の3の6の2第1号は、給油業務が行われていないとき、危険物を取り扱う箇所の周囲に係員以外の者を近寄らせないための措置を求めている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の6の2第1号,給油業務休止中は危険物取扱箇所の周囲に非係員を近寄らせない措置を講じる。,給油業務をしていない時間は危険物設備への立入り制限が不要である。,fueling business inactive -> hazardous handling points -> restrict nonstaff access,B19 Tier B; facility-specific closed-hours rule distinct from B3 general access control.,
O4-B19-LAW-C018,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,closed fueling operation lockout,給油の業務が行われていないとき、固定給油設備やポンプ、制御卓などについて規則が求める措置はどれか。,みだりに操作を行わせないための措置,誰でも操作できるよう電源を入れたままにする,操作方法を無制限に公開するだけ,安全装置を解除する,A,規則第40条の3の6の2第2号は、給油業務が行われていないとき、危険物を取り扱う設備にみだりに操作を行わせないための措置を求めている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の6の2第2号,給油業務休止中は危険物取扱設備をみだりに操作されない措置を講じる。,非営業時なら危険物取扱設備の無断操作防止は不要である。,fueling business inactive -> hazardous equipment -> prevent unauthorized operation,B19 Tier B; distinct from access-control C017.,
O4-B19-LAW-C019,AI_PRE_ACCEPT,otsu4_law,法令,O4-LAW-KT-STORAGE-HANDLING,self service customer equipment,顧客に自ら給油させる給油取扱所で、顧客が給油に使用できる固定給油設備として規則上正しいものはどれか。,顧客用固定給油設備,係員専用設備を含む任意の固定給油設備,臨時に接続した任意のポンプ,設備の区分は問わない,A,規則第40条の3の10第1号は、顧客用固定給油設備以外の固定給油設備を使用して顧客自らによる給油を行わないこととしている。,O4-LAW-3,2026-08-25,危険物の規制に関する規則 第40条の3の10第1号,顧客自らの給油には顧客用固定給油設備を使用する。,セルフ給油では任意の固定給油設備を顧客に使わせてよい。,self-service fueling -> identify customer operation -> require customer-designated fixed equipment,B19 Tier B; specific self-service operation rule.,
