candidate_id,state,unit_id,domain,knowledge_target_id,family,question,choice1,choice2,choice3,choice4,choice5,proposed_correct,explanation,source_id,source_version,source_locator,answer_defining_proposition,tested_misconception,reasoning_path,collision_note,permanent_question_id
E1-B104-LH-C001,RELEASED,eisei1_law_hazardous,関係法令（有害業務）,E1-LH-005,lead_storage_container,粉状の鉛等を屋内に貯蔵するときの措置として適合するものはどれか。,床に直接置く,開放した容器に入れる,こぼれ又は粉じん発散のおそれのない容器等に収納する,休憩室に保管する,食堂に保管する,C,A：誤り。直接置かない。B：誤り。開放容器ではない。C：正しい。こぼれ又は粉じん発散のおそれのない容器等に収納する。D：誤り。休憩室ではない。E：誤り。食堂ではない。,E1-LAW-LEAD,current-as-of-2026-08-27,鉛中毒予防規則第43条第1号,粉状の鉛等はこぼれ又は粉じん発散のおそれのない容器等に収納する。,粉状鉛の保管を開放容器でよいと混同する。,鉛の屋内貯蔵を確認する -> 発散防止容器を選ぶ,B98は休憩室等を問うため別命題である.,EISEI1-Q-000351
E1-B104-LH-C002,RELEASED,eisei1_law_hazardous,関係法令（有害業務）,E1-LH-005,lead_spill_cleanup,屋内に貯蔵した粉状の鉛等がこぼれたときの措置として適合するものはどれか。,翌月に掃除する,ほうきで乾いたまま掃く,速やかに真空掃除機又は水洗で掃除する,放置して自然に乾かす,送風機で飛散させる,C,A：誤り。翌月まで待たない。B：誤り。乾いたまま掃かない。C：正しい。速やかに真空掃除機又は水洗で掃除する。D：誤り。放置しない。E：誤り。飛散させない。,E1-LAW-LEAD,current-as-of-2026-08-27,鉛中毒予防規則第43条第2号,こぼれた粉状の鉛等は速やかに真空掃除機又は水洗で掃除する。,こぼれた粉状鉛を乾式清掃又は放置でよいと混同する。,粉状鉛のこぼれを確認する -> 真空掃除機又は水洗を選ぶ,B98-C004は定期清掃頻度を問うため別命題である.,EISEI1-Q-000352
E1-B104-LH-C003,RELEASED,eisei1_law_hazardous,関係法令（有害業務）,E1-LH-005,lead_empty_container,粉状の鉛等を入れてあった空容器で粉じん発散のおそれがあるものの処理として適合するものはどれか。,口を開けたまま室内に置く,作業台に並べる,口を閉じ水で十分湿らせる等の発散防止措置を講じる,休憩室で再利用する,食器として使う,C,A：誤り。開放しない。B：誤り。作業台に並べない。C：正しい。口を閉じ水で十分湿らせる等の発散防止措置を講じる。D：誤り。休憩室で再利用しない。E：誤り。食器にしない。,E1-LAW-LEAD,current-as-of-2026-08-27,鉛中毒予防規則第44条,粉じん発散のおそれがある空容器は口を閉じ水で十分湿らせる等の措置を講じる。,空容器を発散防止措置なしで置けると混同する。,鉛空容器の処理を確認する -> 口を閉じ湿潤化等を選ぶ,B104-C001は貯蔵時の容器を問うため別命題である.,EISEI1-Q-000353
E1-B104-LH-C004,RELEASED,eisei1_law_hazardous,関係法令（有害業務）,E1-LH-005,lead_handwash_supply,鉛業務の手洗い用溶液等として作業場ごとに備えるものとして適合するものはどれか。,香水だけ,飲料水だけ,手洗い用溶液 爪ブラシ 石けん及びうがい液,事務用品だけ,作業日報だけ,C,A：誤り。香水だけではない。B：誤り。飲料水だけではない。C：正しい。手洗い用溶液 爪ブラシ 石けん及びうがい液を備える。D：誤り。事務用品だけではない。E：誤り。日報だけではない。,E1-LAW-LEAD,current-as-of-2026-08-27,鉛中毒予防規則第49条第1項,作業場ごとに手洗い用溶液 爪ブラシ 石けん及びうがい液を備える。,鉛業務の手洗い用品を一般的な飲料水だけと混同する。,鉛業務の手洗い用品を確認する -> 法定の用品組合せを選ぶ,B98-C003は洗身設備を問うため別命題である.,EISEI1-Q-000354
E1-B104-LH-C005,RELEASED,eisei1_law_hazardous,関係法令（有害業務）,E1-LH-005,lead_handwash_time,鉛業務に従事した労働者が手洗い用溶液等を使用する時期として適合するものはどれか。,年末だけ,健康診断の日だけ,作業終了後及び必要に応じ,昼休みだけ,退職日だけ,C,A：誤り。年末だけではない。B：誤り。健診日だけではない。C：正しい。作業終了後及び必要に応じ使用する。D：誤り。昼休みだけではない。E：誤り。退職日だけではない。,E1-LAW-LEAD,current-as-of-2026-08-27,鉛中毒予防規則第49条第1項及び第2項,鉛業務従事者は作業終了後及び必要に応じ手洗い用溶液等を使用する。,手洗い用品の使用時期を定期健診等と混同する。,鉛業務後の衛生措置を確認する -> 作業終了後及び必要時を選ぶ,B104-C004は備える用品を問うため別命題である.,EISEI1-Q-000355
E1-B104-LH-C006,RELEASED,eisei1_law_hazardous,関係法令（有害業務）,E1-LH-005,lead_contractor_handwash,鉛業務の一部を請負人に請け負わせる場合の手洗い用溶液等について適合するものはどれか。,周知は不要である,請負人には使用させない,使用の必要性を周知し適切に使用が行われるよう配慮する,請負人だけに任せる,用品を撤去する,C,A：誤り。周知が必要である。B：誤り。使用させる。C：正しい。使用の必要性を周知し適切な使用に必要な配慮をする。D：誤り。任せきりではない。E：誤り。撤去しない。,E1-LAW-LEAD,current-as-of-2026-08-27,鉛中毒予防規則第49条第3項,請負人に対し手洗い用溶液等使用の必要性を周知し適切な使用に必要な配慮をする。,請負作業での衛生用品周知を不要と混同する。,請負人を含む手洗い措置を確認する -> 周知と適切使用の配慮を選ぶ,B104-C005は労働者本人の使用時期を問うため別命題である.,EISEI1-Q-000356
E1-B104-LH-C007,RELEASED,eisei1_law_hazardous,関係法令（有害業務）,E1-LH-005,lead_clothes_decontamination,鉛業務に従事する労働者の作業衣等の汚染除去として適合するものはどれか。,汚れたまま保管する,私服と混ぜて着用する,洗濯のための設備を設ける等の措置を講じる,年末だけ確認する,汚染を隠す,C,A：誤り。汚れたままにしない。B：誤り。混ぜて着用しない。C：正しい。洗濯のための設備を設ける等の汚染除去措置を講じる。D：誤り。年末だけではない。E：誤り。隠さない。,E1-LAW-LEAD,current-as-of-2026-08-27,鉛中毒予防規則第50条第1項,作業衣等の鉛等による汚染除去のため洗濯設備を設ける等の措置を講じる。,汚染作業衣を放置又は私服と混用できると混同する。,作業衣汚染除去を確認する -> 洗濯設備等を選ぶ,B98-C002は作業衣の区別保管を問うため別命題である.,EISEI1-Q-000357
E1-B104-LH-C008,RELEASED,eisei1_law_hazardous,関係法令（有害業務）,E1-LH-005,lead_contractor_clothes,鉛業務の一部を請負人に請け負わせる場合の作業衣等について適合するものはどれか。,汚染除去の周知は不要である,私服との混用を勧める,汚染除去の必要性を請負人に周知する,作業衣を廃止する,請負人を休憩室だけで作業させる,C,A：誤り。周知が必要である。B：誤り。混用を勧めない。C：正しい。作業衣等の汚染除去の必要性を請負人に周知する。D：誤り。作業衣を廃止しない。E：誤り。休憩室作業ではない。,E1-LAW-LEAD,current-as-of-2026-08-27,鉛中毒予防規則第50条第2項,請負人に作業衣等の汚染除去の必要性を周知する。,請負人への作業衣汚染除去周知を不要と混同する。,請負人の作業衣管理を確認する -> 汚染除去必要性の周知を選ぶ,B104-C007は事業者の洗濯設備等を問うため別命題である.,EISEI1-Q-000358
E1-B104-LH-C009,RELEASED,eisei1_law_hazardous,関係法令（有害業務）,E1-LH-005,lead_notice_diseases,鉛業務に労働者を従事させるとき見やすい箇所に掲示すべき事項として適合するものはどれか。,会社の売上目標,株価の推移,鉛により生ずるおそれのある疾病の種類及び症状,休憩室の予約表,広告計画,C,A：誤り。売上目標ではない。B：誤り。株価ではない。C：正しい。鉛による疾病の種類及び症状を掲示する。D：誤り。予約表ではない。E：誤り。広告計画ではない。,E1-LAW-LEAD,current-as-of-2026-08-27,鉛中毒予防規則第51条の2第2号,鉛により生ずるおそれのある疾病の種類及び症状を掲示する。,鉛業務の掲示事項を事業運営情報と混同する。,鉛業務掲示を確認する -> 疾病種類及び症状を選ぶ,B98-C005は喫煙飲食禁止を問うため別命題である.,EISEI1-Q-000359
E1-B104-LH-C010,RELEASED,eisei1_law_hazardous,関係法令（有害業務）,E1-LH-005,lead_notice_precautions,鉛業務の掲示内容のうち鉛等の取扱いに関して示すべきものとして適合するものはどれか。,経営会議の日程,製品の価格表,鉛等の取扱い上の注意事項,株主名簿,社内旅行の日程,C,A：誤り。経営会議の日程ではない。B：誤り。価格表ではない。C：正しい。鉛等の取扱い上の注意事項を掲示する。D：誤り。株主名簿ではない。E：誤り。社内旅行日程ではない。,E1-LAW-LEAD,current-as-of-2026-08-27,鉛中毒予防規則第51条の2第3号,鉛等の取扱い上の注意事項を掲示する。,鉛業務の掲示事項を経営情報と混同する。,鉛業務掲示を確認する -> 取扱い上の注意事項を選ぶ,B104-C009は疾病種類及び症状を問うため別命題である.,EISEI1-Q-000360
